epoch,sat_id,state_index,active,observable,lifecycle_state,lineage_id,generation,parent_lineage_id,sigma_mm,resets,accepts,rejects,born_epoch,lifetime_epochs,rejection_streak,acceptance_streak,continuous_active_epochs,continuous_filter_epochs,rolling_sigma_mm,convergence_score
1800,G04,11,0,0,DORMANT,LIN-001712,9,LIN-001711,19982.27,9,4,577,590,1210,0,0,0,0,20000.00,0.0000
1800,G05,39,0,0,DORMANT,LIN-002666,45,LIN-002024,19999.86,45,85,503,1788,12,1,0,0,0,20000.00,0.0000
1800,G06,31,0,0,DORMANT,LIN-002133,78,LIN-002131,19995.52,79,64,481,1339,461,0,0,0,0,20000.00,0.0000
1800,G07,19,0,0,DORMANT,LIN-001898,14,LIN-001897,19994.07,14,89,756,942,858,0,0,0,0,20000.00,0.0000
1800,G08,12,0,0,DORMANT,LIN-001705,7,LIN-001703,19976.36,98,55,383,570,1230,0,0,0,0,20000.00,0.0000
1800,G09,21,0,0,DORMANT,LIN-001780,13,LIN-001779,19939.63,13,70,567,731,1069,0,0,0,0,19996.64,0.0000
1800,G10,47,1,1,ACTIVE,LIN-002658,0,,20000.00,0,0,23,1741,59,23,0,30,0,20000.00,0.0000
1800,G11,33,0,0,DORMANT,LIN-002547,24,LIN-002540,19999.75,29,93,605,1605,195,9,0,0,0,19999.89,0.0000
1800,G12,38,1,1,ACTIVE,LIN-002665,1,LIN-002664,19999.97,53,66,505,1787,13,0,0,14,0,19999.99,0.0000
1800,G13,30,1,1,ACTIVE,LIN-002506,51,LIN-002499,115.54,52,95,601,1586,214,0,1,215,28,122.13,0.1422
1800,G14,23,0,0,DORMANT,LIN-002039,2,LIN-002032,19995.72,5,93,851,1246,554,0,0,0,0,20000.00,0.0000
1800,G15,42,1,1,ACTIVE,LIN-002523,67,LIN-002408,115.48,67,39,267,1593,207,0,1,208,26,122.07,0.1423
1800,G16,13,0,0,DORMANT,LIN-001464,13,LIN-001462,19955.38,13,1,262,275,1525,1,0,0,0,19993.74,0.0000
1800,G17,28,0,0,DORMANT,LIN-001985,1,LIN-001977,40.71,6,97,626,1184,616,5,0,0,0,46.91,0.0000
1800,G18,44,1,1,ACTIVE,LIN-002642,53,LIN-002640,40.33,53,16,128,1684,116,2,0,117,11,40.58,0.1798
1800,G19,29,0,0,DORMANT,LIN-002228,0,,19990.54,3,121,740,1416,384,1,0,0,0,19997.72,0.0000
1800,G21,37,0,0,DORMANT,LIN-001936,6,LIN-001935,37.00,7,82,517,1095,705,3,0,0,0,38.30,0.0000
1800,G22,27,0,0,DORMANT,LIN-002152,21,LIN-002150,19998.02,21,92,844,1350,450,0,0,0,0,20000.00,0.0000
1800,G23,45,1,1,ACTIVE,LIN-002618,68,LIN-002614,37.75,68,19,152,1640,160,8,0,161,17,38.02,0.1811
1800,G24,36,0,0,DORMANT,LIN-002376,8,LIN-001916,19980.67,7,65,391,1529,271,22,0,0,0,19995.73,0.0000
1800,G25,41,1,1,ACTIVE,LIN-002261,101,LIN-002260,40.10,101,29,332,1441,359,2,0,360,29,40.30,0.1799
1800,G26,14,0,0,DORMANT,LIN-001448,3,LIN-001442,19799.42,3,2,119,123,1677,1,0,0,0,20000.00,0.0000
1800,G27,15,0,0,DORMANT,LIN-001510,9,LIN-001509,19963.43,23,37,334,411,1389,0,0,0,0,19994.16,0.0000
1800,G29,43,1,1,ACTIVE,LIN-002582,98,LIN-002577,37.13,98,27,198,1620,180,1,0,181,20,37.34,0.1814
1800,G30,26,0,0,DORMANT,LIN-001930,17,LIN-001929,19987.11,17,75,584,1070,730,0,0,0,0,20000.00,0.0000
1800,G31,16,0,0,DORMANT,LIN-001436,5,LIN-001429,20000.00,4,0,44,79,1721,4,0,0,0,20000.00,0.0000
2100,E02,24,0,0,DORMANT,LIN-001463,0,,36.82,0,133,1101,275,1825,15,0,0,0,42.12,0.0000
2100,E03,25,0,0,DORMANT,LIN-002685,1,LIN-002677,19998.60,45,112,870,1880,220,0,0,0,0,20000.00,0.0000
2100,E04,6,0,0,DORMANT,LIN-001446,0,,19990.97,5,2,96,105,1995,0,0,0,0,20000.00,0.0000
2100,E05,17,0,0,DORMANT,LIN-001787,5,LIN-001786,19973.25,5,84,699,782,1318,7,0,0,0,19998.23,0.0000
2100,E07,46,1,1,ACTIVE,LIN-002657,3,LIN-002656,36.94,15,58,327,1728,372,5,0,373,54,37.15,0.1815
2100,E09,7,0,0,DORMANT,LIN-001659,11,LIN-001652,19955.83,11,16,504,531,1569,0,0,0,0,20000.00,0.0000
2100,E13,40,1,1,ACTIVE,LIN-002066,0,,42.08,0,75,716,1279,821,0,1,822,75,42.27,0.1790
2100,E14,35,0,0,DORMANT,LIN-002239,11,LIN-002237,19982.74,11,67,376,1423,677,0,0,0,0,20000.00,0.0000
2100,E16,8,0,0,DORMANT,LIN-001662,75,LIN-001660,19981.48,75,2,455,532,1568,0,0,0,0,20000.00,0.0000
2100,E18,22,1,1,ACTIVE,LIN-002714,0,,20000.00,1,0,3,2097,3,3,0,4,0,20000.00,0.0000
2100,E25,20,0,0,DORMANT,LIN-001767,1,LIN-001430,42.02,1,131,916,689,1411,5,0,0,0,55.87,0.0000
2100,E26,49,1,1,ACTIVE,LIN-002713,1,LIN-002695,120.28,1,17,87,2092,8,4,0,9,2,4538.50,0.1399
2100,E29,50,1,1,ACTIVE,LIN-002696,0,,42.63,0,12,94,1994,106,0,1,107,12,42.90,0.1787
2100,E30,34,0,0,DORMANT,LIN-002663,2,LIN-001933,19998.70,2,94,731,1786,314,5,0,0,0,20000.00,0.0000
2100,E34,32,0,0,DORMANT,LIN-001782,1,LIN-001777,41.96,1,111,685,753,1347,16,0,0,0,46.08,0.0000
2100,G01,9,0,0,DORMANT,LIN-001857,73,LIN-001856,19998.61,78,60,340,864,1236,0,0,0,0,19999.96,0.0000
2100,G02,18,0,0,DORMANT,LIN-001766,55,LIN-001765,19995.98,59,16,153,684,1416,1,0,0,0,19999.79,0.0000
2100,G03,10,0,0,DORMANT,LIN-001497,20,LIN-001494,19956.98,20,27,335,381,1719,1,0,0,0,20000.00,0.0000
2100,G04,11,0,0,DORMANT,LIN-001712,9,LIN-001711,19982.27,9,4,577,590,1510,0,0,0,0,20000.00,0.0000
2100,G05,39,0,0,DORMANT,LIN-002666,45,LIN-002024,19999.54,45,85,503,1788,312,1,0,0,0,20000.00,0.0000
2100,G06,31,0,0,DORMANT,LIN-002133,78,LIN-002131,19995.50,79,64,481,1339,761,0,0,0,0,20000.00,0.0000
2100,G07,19,0,0,DORMANT,LIN-001898,14,LIN-001897,19994.07,14,89,756,942,1158,0,0,0,0,20000.00,0.0000
2100,G08,12,0,0,DORMANT,LIN-001705,7,LIN-001703,19976.36,98,55,383,570,1530,0,0,0,0,20000.00,0.0000
2100,G09,21,0,0,DORMANT,LIN-001780,13,LIN-001779,19939.63,13,70,567,731,1369,0,0,0,0,19996.64,0.0000
2100,G10,47,1,1,ACTIVE,LIN-002716,7,LIN-002715,20000.00,7,34,282,2100,0,0,0,1,0,20000.00,0.0000
2100,G11,33,0,0,DORMANT,LIN-002547,24,LIN-002540,19999.73,29,93,605,1605,495,9,0,0,0,19999.89,0.0000
2100,G12,38,0,0,DORMANT,LIN-002665,1,LIN-002664,19999.88,53,66,505,1787,313,0,0,0,0,19999.97,0.0000
2100,G13,30,0,0,DORMANT,LIN-002689,59,LIN-002686,19999.72,60,112,663,1884,216,3,0,0,0,20000.00,0.0000
2100,G14,23,0,0,DORMANT,LIN-002039,2,LIN-002032,19995.69,5,93,851,1246,854,0,0,0,0,20000.00,0.0000
2100,G15,42,0,0,DORMANT,LIN-002710,77,LIN-002709,19999.65,77,68,468,2040,60,0,0,0,0,20000.00,0.0000
2100,G16,13,0,0,DORMANT,LIN-001464,13,LIN-001462,19955.38,13,1,262,275,1825,1,0,0,0,19993.74,0.0000
2100,G17,28,0,0,DORMANT,LIN-001985,1,LIN-001977,39.21,6,97,626,1184,916,5,0,0,0,46.91,0.0000
2100,G18,44,1,1,ACTIVE,LIN-002642,53,LIN-002640,38.59,53,44,400,1684,416,0,1,417,39,38.73,0.1807
2100,G19,29,0,0,DORMANT,LIN-002228,0,,19990.51,3,121,740,1416,684,1,0,0,0,19997.72,0.0000
2100,G21,37,0,0,DORMANT,LIN-001936,6,LIN-001935,33.41,7,82,517,1095,1005,3,0,0,0,38.30,0.0000
2100,G22,27,0,0,DORMANT,LIN-002152,21,LIN-002150,19998.01,21,92,844,1350,750,0,0,0,0,20000.00,0.0000
2100,G23,45,1,1,ACTIVE,LIN-002618,68,LIN-002614,33.70,68,60,411,1640,460,5,0,461,58,33.90,0.1831
2100,G24,36,1,1,ACTIVE,LIN-002690,7,LIN-002688,118.94,17,103,620,1886,214,4,0,215,34,130.75,0.1405
2100,G25,41,0,0,DORMANT,LIN-002694,1,LIN-002691,775.84,106,40,421,1907,193,9,0,0,0,3733.42,0.0000
2100,G26,14,0,0,DORMANT,LIN-001448,3,LIN-001442,19799.42,3,2,119,123,1977,1,0,0,0,20000.00,0.0000
2100,G27,15,1,1,ACTIVE,LIN-002712,11,LIN-002711,119.28,24,43,361,2069,31,4,0,32,6,6335.97,0.1404
2100,G29,43,1,1,ACTIVE,LIN-002582,98,LIN-002577,33.46,98,69,456,1620,480,15,0,481,62,33.61,0.1833
2100,G30,26,0,0,DORMANT,LIN-001930,17,LIN-001929,19987.10,17,75,584,1070,1030,0,0,0,0,20000.00,0.0000
2100,G31,16,0,0,DORMANT,LIN-001436,5,LIN-001429,20000.00,4,0,44,79,2021,4,0,0,0,20000.00,0.0000
2100,G32,48,1,1,ACTIVE,LIN-002693,1,LIN-002692,118.91,1,25,170,1905,195,4,0,196,25,130.73,0.1405
2400,E02,24,0,0,DORMANT,LIN-001463,0,,33.29,0,133,1101,275,2125,15,0,0,0,42.12,0.0000
2400,E03,25,0,0,DORMANT,LIN-002685,1,LIN-002677,19998.54,45,112,870,1880,520,0,0,0,0,20000.00,0.0000
2400,E04,6,0,0,DORMANT,LIN-001446,0,,19990.96,5,2,96,105,2295,0,0,0,0,20000.00,0.0000
2400,E05,17,0,0,DORMANT,LIN-001787,5,LIN-001786,19973.25,5,84,699,782,1618,7,0,0,0,19998.23,0.0000
2400,E07,46,1,1,ACTIVE,LIN-002657,3,LIN-002656,33.32,15,103,582,1728,672,12,0,673,99,33.45,0.1833
2400,E09,7,0,0,DORMANT,LIN-001659,11,LIN-001652,19955.82,11,16,504,531,1869,0,0,0,0,20000.00,0.0000
2400,E13,40,1,1,ACTIVE,LIN-002066,0,,38.36,0,105,986,1279,1121,0,1,1122,105,38.61,0.1808
2400,E14,35,0,0,DORMANT,LIN-002239,11,LIN-002237,19982.37,11,67,376,1423,977,0,0,0,0,20000.00,0.0000
2400,E16,8,0,0,DORMANT,LIN-001662,75,LIN-001660,19981.47,75,2,455,532,1868,0,0,0,0,20000.00,0.0000
2400,E18,22,1,1,ACTIVE,LIN-002769,30,LIN-002768,38.49,31,29,244,2141,259,0,1,260,29,38.77,0.1808
2400,E25,20,0,0,DORMANT,LIN-001767,1,LIN-001430,38.36,1,131,916,689,1711,5,0,0,0,55.87,0.0000
2400,E26,49,1,1,ACTIVE,LIN-002723,3,LIN-002719,38.39,3,50,352,2107,293,0,1,294,32,38.66,0.1808
2400,E29,50,1,1,ACTIVE,LIN-002696,0,,38.43,0,43,363,1994,406,0,1,407,43,38.69,0.1808
2400,E30,34,0,0,DORMANT,LIN-002663,2,LIN-001933,19998.66,2,94,731,1786,614,5,0,0,0,20000.00,0.0000
2400,E33,52,1,1,ACTIVE,LIN-002795,0,,33.71,0,8,46,2346,54,12,0,55,8,152.07,0.1831
2400,E34,32,0,0,DORMANT,LIN-001782,1,LIN-001777,38.29,1,111,685,753,1647,16,0,0,0,46.08,0.0000
2400,G01,9,0,0,DORMANT,LIN-001857,73,LIN-001856,19998.61,78,60,340,864,1536,0,0,0,0,19999.96,0.0000
2400,G02,18,1,1,ACTIVE,LIN-002794,56,LIN-001766,36.58,59,19,195,2330,70,0,1,71,3,3231.77,0.1817
2400,G03,10,0,0,DORMANT,LIN-001497,20,LIN-001494,19956.98,20,27,335,381,2019,1,0,0,0,20000.00,0.0000
2400,G04,11,0,0,DORMANT,LIN-001712,9,LIN-001711,19982.26,9,4,577,590,1810,0,0,0,0,20000.00,0.0000
2400,G05,39,0,0,DORMANT,LIN-002666,45,LIN-002024,19999.52,45,85,503,1788,612,1,0,0,0,20000.00,0.0000
2400,G06,31,0,0,DORMANT,LIN-002133,78,LIN-002131,19995.49,79,64,481,1339,1061,0,0,0,0,20000.00,0.0000
2400,G07,19,0,0,DORMANT,LIN-001898,14,LIN-001897,19994.07,14,89,756,942,1458,0,0,0,0,20000.00,0.0000
2400,G08,12,1,1,ACTIVE,LIN-002789,8,LIN-001705,20000.00,98,55,383,2301,99,0,0,47,0,20000.00,0.0000
2400,G09,21,0,0,DORMANT,LIN-001780,13,LIN-001779,19939.62,13,70,567,731,1669,0,0,0,0,19996.64,0.0000
2400,G10,47,1,1,ACTIVE,LIN-002717,8,LIN-002716,30.56,8,76,539,2101,299,12,0,300,42,30.66,0.1847
2400,G11,33,0,0,DORMANT,LIN-002547,24,LIN-002540,19999.72,29,93,605,1605,795,9,0,0,0,19999.89,0.0000
2400,G12,38,0,0,DORMANT,LIN-002665,1,LIN-002664,19999.88,53,66,505,1787,613,0,0,0,0,19999.97,0.0000
2400,G13,30,0,0,DORMANT,LIN-002689,59,LIN-002686,19999.71,60,112,663,1884,516,3,0,0,0,20000.00,0.0000
2400,G14,23,0,0,DORMANT,LIN-002039,2,LIN-002032,19995.68,5,93,851,1246,1154,0,0,0,0,20000.00,0.0000
2400,G15,42,0,0,DORMANT,LIN-002710,77,LIN-002709,19999.53,77,68,468,2040,360,0,0,0,0,20000.00,0.0000
2400,G16,13,0,0,DORMANT,LIN-001464,13,LIN-001462,19955.38,13,1,262,275,2125,1,0,0,0,19993.74,0.0000
2400,G17,28,0,0,DORMANT,LIN-001985,1,LIN-001977,36.41,6,97,626,1184,1216,5,0,0,0,46.91,0.0000
2400,G18,44,1,1,ACTIVE,LIN-002642,53,LIN-002640,35.66,53,77,667,1684,716,0,1,717,72,35.87,0.1822
2400,G19,29,0,0,DORMANT,LIN-002228,0,,19990.50,3,121,740,1416,984,1,0,0,0,19997.72,0.0000
2400,G21,37,0,0,DORMANT,LIN-001936,6,LIN-001935,30.49,7,82,517,1095,1305,3,0,0,0,38.30,0.0000
2400,G22,27,0,0,DORMANT,LIN-002152,21,LIN-002150,19998.00,21,92,844,1350,1050,0,0,0,0,20000.00,0.0000
2400,G23,45,1,1,ACTIVE,LIN-002618,68,LIN-002614,30.54,68,105,666,1640,760,12,0,761,103,30.63,0.1847
2400,G24,36,0,0,DORMANT,LIN-002774,11,LIN-002773,19998.57,21,114,721,2214,186,2,0,0,0,19999.98,0.0000
2400,G25,41,0,0,DORMANT,LIN-002694,1,LIN-002691,775.83,106,40,421,1907,493,9,0,0,0,3733.42,0.0000
2400,G26,14,1,1,ACTIVE,LIN-002799,7,LIN-002798,19999.99,6,2,125,2399,1,1,0,2,0,20000.00,0.0000
2400,G27,15,1,1,ACTIVE,LIN-002793,25,LIN-002756,31.35,38,75,615,2317,83,12,0,84,11,31.78,0.1843
2400,G28,51,1,1,ACTIVE,LIN-002763,6,LIN-002761,35.71,6,27,240,2134,266,0,1,267,27,35.92,0.1821
2400,G29,43,0,0,DORMANT,LIN-002770,0,,33.08,99,77,470,2145,255,0,1,0,0,3426.09,0.0000
2400,G30,26,0,0,DORMANT,LIN-001930,17,LIN-001929,19987.10,17,75,584,1070,1330,0,0,0,0,20000.00,0.0000
2400,G31,16,1,1,ACTIVE,LIN-002792,7,LIN-002791,31.02,20,13,148,2306,94,12,0,95,10,31.21,0.1845
2400,G32,48,1,1,ACTIVE,LIN-002693,1,LIN-002692,30.61,1,64,431,1905,495,12,0,496,64,30.70,0.1847
2700,E02,24,0,0,DORMANT,LIN-001463,0,,26.56,0,133,1101,275,2425,15,0,0,0,42.12,0.0000
2700,E03,25,0,0,DORMANT,LIN-002685,1,LIN-002677,19998.52,45,112,870,1880,820,0,0,0,0,20000.00,0.0000
2700,E04,6,0,0,DORMANT,LIN-001446,0,,19990.95,5,2,96,105,2595,0,0,0,0,20000.00,0.0000
2700,E05,17,0,0,DORMANT,LIN-001787,5,LIN-001786,19973.24,5,84,699,782,1918,7,0,0,0,19998.23,0.0000
2700,E07,46,0,0,DORMANT,LIN-002827,0,,19994.77,16,121,693,2535,165,7,0,0,0,19999.94,0.0000
2700,E09,7,0,0,DORMANT,LIN-001659,11,LIN-001652,19955.81,11,16,504,531,2169,0,0,0,0,20000.00,0.0000
2700,E13,40,0,0,DORMANT,LIN-002066,0,,26.47,0,110,1106,1279,1421,31,0,0,0,37.59,0.0000
2700,E14,35,0,0,DORMANT,LIN-002239,11,LIN-002237,19982.34,11,67,376,1423,1277,0,0,0,0,20000.00,0.0000
2700,E16,8,0,0,DORMANT,LIN-001662,75,LIN-001660,19981.44,75,2,455,532,2168,0,0,0,0,20000.00,0.0000
2700,E18,22,0,0,DORMANT,LIN-002822,31,LIN-002769,27.36,32,38,346,2480,220,12,0,0,0,2596.66,0.0000
2700,E25,20,0,0,DORMANT,LIN-001767,1,LIN-001430,26.71,1,131,916,689,2011,5,0,0,0,55.87,0.0000
2700,E26,49,1,1,ACTIVE,LIN-002723,3,LIN-002719,26.48,3,78,624,2107,593,7,0,594,60,26.80,0.1868
2700,E29,50,1,1,ACTIVE,LIN-002696,0,,26.53,0,68,638,1994,706,8,0,707,68,26.86,0.1867
2700,E30,34,0,0,DORMANT,LIN-002663,2,LIN-001933,19998.62,2,94,731,1786,914,5,0,0,0,20000.00,0.0000
2700,E33,52,1,1,ACTIVE,LIN-002795,0,,26.60,0,45,309,2346,354,7,0,355,45,26.80,0.1867
2700,E34,32,0,0,DORMANT,LIN-001782,1,LIN-001777,26.57,1,111,685,753,1947,16,0,0,0,46.08,0.0000
2700,G01,9,1,1,ACTIVE,LIN-002824,74,LIN-001857,23.51,78,86,500,2499,201,8,0,202,26,23.75,0.1882
2700,G02,18,1,1,ACTIVE,LIN-002794,56,LIN-001766,23.37,59,51,463,2330,370,7,0,371,35,23.71,0.1883
2700,G03,10,1,1,ACTIVE,LIN-002830,21,LIN-001497,306.93,20,32,374,2645,55,18,0,56,5,2737.43,0.0465
2700,G04,11,1,1,ACTIVE,LIN-002832,10,LIN-001712,20000.00,9,4,577,2695,5,0,0,6,0,20000.00,0.0000
2700,G05,39,0,0,DORMANT,LIN-002666,45,LIN-002024,19999.50,45,85,503,1788,912,1,0,0,0,20000.00,0.0000
2700,G06,31,0,0,DORMANT,LIN-002133,78,LIN-002131,19995.48,79,64,481,1339,1361,0,0,0,0,20000.00,0.0000
2700,G07,19,0,0,DORMANT,LIN-001898,14,LIN-001897,19994.06,14,89,756,942,1758,0,0,0,0,20000.00,0.0000
2700,G08,12,0,0,DORMANT,LIN-002789,8,LIN-001705,19999.99,98,55,383,2301,399,0,0,0,0,20000.00,0.0000
2700,G09,21,0,0,DORMANT,LIN-001780,13,LIN-001779,19939.59,13,70,567,731,1969,0,0,0,0,19996.64,0.0000
2700,G10,47,1,1,ACTIVE,LIN-002717,8,LIN-002716,23.09,8,117,798,2101,599,7,0,600,83,23.30,0.1885
2700,G11,33,0,0,DORMANT,LIN-002547,24,LIN-002540,19999.72,29,93,605,1605,1095,9,0,0,0,19999.89,0.0000
2700,G12,38,0,0,DORMANT,LIN-002665,1,LIN-002664,19999.88,53,66,505,1787,913,0,0,0,0,19999.97,0.0000
2700,G13,30,0,0,DORMANT,LIN-002689,59,LIN-002686,19999.71,60,112,663,1884,816,3,0,0,0,20000.00,0.0000
2700,G14,23,0,0,DORMANT,LIN-002039,2,LIN-002032,19995.67,5,93,851,1246,1454,0,0,0,0,20000.00,0.0000
2700,G15,42,0,0,DORMANT,LIN-002710,77,LIN-002709,19999.50,77,68,468,2040,660,0,0,0,0,20000.00,0.0000
2700,G16,13,1,1,ACTIVE,LIN-002829,0,,23.17,15,14,372,2599,101,8,0,102,13,23.43,0.1884
2700,G17,28,0,0,DORMANT,LIN-001985,1,LIN-001977,24.51,6,97,626,1184,1516,5,0,0,0,46.91,0.0000
2700,G18,44,0,0,DORMANT,LIN-002800,54,LIN-002642,19995.34,54,77,668,2401,299,1,0,0,0,20000.00,0.0000
2700,G19,29,0,0,DORMANT,LIN-002228,0,,19990.48,3,121,740,1416,1284,1,0,0,0,19997.72,0.0000
2700,G21,37,0,0,DORMANT,LIN-001936,6,LIN-001935,23.18,7,82,517,1095,1605,3,0,0,0,38.30,0.0000
2700,G22,27,0,0,DORMANT,LIN-002152,21,LIN-002150,19997.98,21,92,844,1350,1350,0,0,0,0,20000.00,0.0000
2700,G23,45,0,0,DORMANT,LIN-002825,0,,19997.73,71,112,762,2509,191,3,0,0,0,20000.00,0.0000
2700,G24,36,0,0,DORMANT,LIN-002774,11,LIN-002773,19998.11,21,114,721,2214,486,2,0,0,0,19999.98,0.0000
2700,G25,41,0,0,DORMANT,LIN-002823,1,LIN-002821,19999.33,117,49,458,2482,218,0,0,0,0,19999.70,0.0000
2700,G26,14,1,1,ACTIVE,LIN-002816,7,LIN-002815,23.12,14,42,372,2454,246,7,0,247,37,23.33,0.1884
2700,G27,15,0,0,DORMANT,LIN-002820,26,LIN-002793,26.18,39,88,677,2463,237,10,0,0,0,979.77,0.0000
2700,G28,51,1,1,ACTIVE,LIN-002763,6,LIN-002761,23.13,6,60,507,2134,566,7,0,567,60,23.47,0.1884
2700,G29,43,0,0,DORMANT,LIN-002770,0,,26.38,99,77,470,2145,555,0,1,0,0,3426.09,0.0000
2700,G30,26,0,0,DORMANT,LIN-001930,17,LIN-001929,19987.08,17,75,584,1070,1630,0,0,0,0,20000.00,0.0000
2700,G31,16,1,1,ACTIVE,LIN-002792,7,LIN-002791,23.22,20,56,405,2306,394,4,0,395,53,23.43,0.1884
2700,G32,48,1,1,ACTIVE,LIN-002831,2,LIN-002693,23.64,2,107,687,2662,38,7,0,39,5,2073.07,0.1882
