epoch,sod,sat,ki,alive_epochs,sigma_mm,accepted_phase_updates,rejected_phase_updates,phase_rows_present,phase_rows_missing,last_H_norm,participated_in_update,kalman_gain_norm,last_successful_update_epoch,epochs_since_last_accept,is_newborn,is_recently_reset
38,1140.0,G26,10,38,103.5529,38,0,1,0,2.543616,0,0.000000,38,0,0,0
38,1140.0,G27,11,38,125.2013,38,0,1,0,2.851487,0,0.000000,38,0,0,0
38,1140.0,G02,12,2,20000.0000,2,0,1,0,4.197031,0,0.000000,18,20,0,0
38,1140.0,G07,13,2,20000.0000,0,0,1,0,nan,0,0.000000,-1,38,0,0
39,1170.0,G01,5,39,130.1859,39,0,1,0,3.173470,0,0.000000,39,0,0,0
39,1170.0,G03,6,39,68.2275,39,0,1,0,2.043270,0,0.000000,39,0,0,0
39,1170.0,G04,7,39,112.8450,39,0,1,0,2.592888,0,0.000000,39,0,0,0
39,1170.0,G08,8,6,898.3400,15,0,1,0,3.295480,0,0.000000,39,0,0,0
39,1170.0,G16,9,39,65.3879,39,0,1,0,2.046206,0,0.000000,39,0,0,0
39,1170.0,G26,10,39,100.7410,39,0,1,0,2.551447,0,0.000000,39,0,0,0
39,1170.0,G27,11,39,120.9289,39,0,1,0,2.844595,0,0.000000,39,0,0,0
39,1170.0,G02,12,3,20000.0000,2,0,1,0,4.197031,0,0.000000,18,21,0,0
39,1170.0,G07,13,3,20000.0000,0,0,1,0,nan,0,0.000000,-1,39,0,0
40,1200.0,G01,5,40,126.1674,40,0,1,0,3.182947,0,0.000000,40,0,0,0
40,1200.0,G03,6,40,66.4253,40,0,1,0,2.042777,0,0.000000,40,0,0,0
40,1200.0,G04,7,40,109.2405,40,0,1,0,2.587149,0,0.000000,40,0,0,0
40,1200.0,G08,8,7,723.9324,16,0,1,0,3.280976,0,0.000000,40,0,0,0
40,1200.0,G16,9,40,63.5418,40,0,1,0,2.046915,0,0.000000,40,0,0,0
40,1200.0,G26,10,40,98.1352,40,0,1,0,2.559405,0,0.000000,40,0,0,0
40,1200.0,G27,11,40,117.0102,40,0,1,0,2.837771,0,0.000000,40,0,0,0
40,1200.0,G02,12,4,20000.0000,2,0,1,0,4.197031,0,0.000000,18,22,0,0
40,1200.0,G07,13,4,20000.0000,0,0,1,0,nan,0,0.000000,-1,40,0,0
41,1230.0,G01,5,41,122.4821,41,0,1,0,3.192513,0,0.000000,41,0,0,0
41,1230.0,G03,6,41,64.7557,41,0,1,0,2.042299,0,0.000000,41,0,0,0
41,1230.0,G04,7,41,105.8887,41,0,1,0,2.581457,0,0.000000,41,0,0,0
41,1230.0,G08,8,8,599.8535,17,0,1,0,3.266639,0,0.000000,41,0,0,0
41,1230.0,G16,9,41,61.8315,41,0,1,0,2.047642,0,0.000000,41,0,0,0
41,1230.0,G26,10,41,95.7106,41,0,1,0,2.567493,0,0.000000,41,0,0,0
41,1230.0,G27,11,41,113.3990,41,0,1,0,2.831015,0,0.000000,41,0,0,0
41,1230.0,G02,12,5,20000.0000,2,0,1,0,4.197031,0,0.000000,18,23,0,0
41,1230.0,G07,13,5,20000.0000,0,0,1,0,nan,0,0.000000,-1,41,0,0
42,1260.0,G01,5,42,119.0871,42,0,1,0,3.202169,0,0.000000,42,0,0,0
42,1260.0,G03,6,42,63.2034,42,0,1,0,2.041836,0,0.000000,42,0,0,0
42,1260.0,G04,7,42,102.7591,42,0,1,0,2.575812,0,0.000000,42,0,0,0
42,1260.0,G08,8,9,508.0071,18,0,1,0,3.252465,0,0.000000,42,0,0,0
42,1260.0,G16,9,42,60.2414,42,0,1,0,2.048384,0,0.000000,42,0,0,0
42,1260.0,G26,10,42,93.4465,42,0,1,0,2.575712,0,0.000000,42,0,0,0
42,1260.0,G27,11,42,110.0570,42,0,1,0,2.824327,0,0.000000,42,0,0,0
42,1260.0,G02,12,6,20000.0000,2,0,1,0,4.197031,0,0.000000,18,24,0,0
42,1260.0,G07,13,6,20000.0000,0,0,1,0,nan,0,0.000000,-1,42,0,0
43,1290.0,G01,5,43,115.9493,43,0,1,0,3.211917,0,0.000000,43,0,0,0
43,1290.0,G03,6,43,61.7748,43,0,1,0,2.041388,0,0.000000,43,0,0,0
43,1290.0,G04,7,43,99.8327,43,0,1,0,2.570212,0,0.000000,43,0,0,0
43,1290.0,G08,8,10,437.8753,19,0,1,0,3.238454,0,0.000000,43,0,0,0
43,1290.0,G16,9,43,58.7604,43,0,1,0,2.049144,0,0.000000,43,0,0,0
43,1290.0,G26,10,43,91.3312,43,0,1,0,2.584065,0,0.000000,43,0,0,0
43,1290.0,G27,11,43,106.9555,43,0,1,0,2.817705,0,0.000000,43,0,0,0
43,1290.0,G02,12,7,20000.0001,2,0,1,0,4.197031,0,0.000000,18,25,0,0
43,1290.0,G07,13,7,20000.0001,0,0,1,0,nan,0,0.000000,-1,43,0,0
44,1320.0,G01,5,44,113.0330,44,0,1,0,3.221755,0,0.000000,44,0,0,0
44,1320.0,G03,6,44,60.4179,44,0,1,0,2.040955,0,0.000000,44,0,0,0
44,1320.0,G04,7,44,97.0731,44,0,1,0,2.564659,0,0.000000,44,0,0,0
44,1320.0,G08,8,11,382.9486,20,0,1,0,3.224604,0,0.000000,44,0,0,0
44,1320.0,G16,9,44,57.3719,44,0,1,0,2.049920,0,0.000000,44,0,0,0
44,1320.0,G26,10,44,89.3357,44,0,1,0,2.592556,0,0.000000,44,0,0,0
44,1320.0,G27,11,44,104.0608,44,0,1,0,2.811149,0,0.000000,44,0,0,0
44,1320.0,G02,12,8,20000.0001,2,0,1,0,4.197031,0,0.000000,18,26,0,0
44,1320.0,G07,13,8,20000.0001,0,0,1,0,nan,0,0.000000,-1,44,0,0
45,1350.0,G01,5,45,110.3171,45,0,1,0,3.231686,0,0.000000,45,0,0,0
45,1350.0,G03,6,45,59.1454,45,0,1,0,2.040537,0,0.000000,45,0,0,0
45,1350.0,G04,7,45,94.5074,45,0,1,0,2.559152,0,0.000000,45,0,0,0
45,1350.0,G08,8,12,339.0380,21,0,1,0,3.210912,0,0.000000,45,0,0,0
45,1350.0,G16,9,45,56.1464,45,0,1,0,2.050713,0,0.000000,45,0,0,0
45,1350.0,G26,10,45,87.4756,45,0,1,0,2.601186,0,0.000000,45,0,0,0
45,1350.0,G27,11,45,101.3562,45,0,1,0,2.804659,0,0.000000,45,0,0,0
45,1350.0,G02,12,9,20000.0001,2,0,1,0,4.197031,0,0.000000,18,27,0,0
45,1350.0,G07,13,9,20000.0001,0,0,1,0,nan,0,0.000000,-1,45,0,0
46,1380.0,G01,5,46,107.7785,46,0,1,0,3.241709,0,0.000000,46,0,0,0
46,1380.0,G03,6,46,57.9485,46,0,1,0,2.040134,0,0.000000,46,0,0,0
46,1380.0,G04,7,46,92.0373,46,0,1,0,2.553690,0,0.000000,46,0,0,0
46,1380.0,G08,8,13,303.3181,22,0,1,0,3.197376,0,0.000000,46,0,0,0
46,1380.0,G16,9,46,54.9104,46,0,1,0,2.051523,0,0.000000,46,0,0,0
46,1380.0,G26,10,46,85.6934,46,0,1,0,2.609959,0,0.000000,46,0,0,0
46,1380.0,G27,11,46,98.8175,46,0,1,0,2.798234,0,0.000000,46,0,0,0
46,1380.0,G02,12,10,20000.0001,2,0,1,0,4.197031,0,0.000000,18,28,0,0
46,1380.0,G07,13,10,20000.0001,0,0,1,0,nan,0,0.000000,-1,46,0,0
47,1410.0,G01,5,47,105.4017,47,0,1,0,3.251826,0,0.000000,47,0,0,0
47,1410.0,G03,6,47,56.8204,47,0,1,0,2.039745,0,0.000000,47,0,0,0
47,1410.0,G04,7,47,89.7902,47,0,1,0,2.548273,0,0.000000,47,0,0,0
47,1410.0,G08,8,14,273.8300,23,0,1,0,3.183996,0,0.000000,47,0,0,0
47,1410.0,G16,9,47,53.8594,47,0,1,0,2.052350,0,0.000000,47,0,0,0
47,1410.0,G26,10,47,84.0418,47,0,1,0,2.618877,0,0.000000,47,0,0,0
47,1410.0,G27,11,47,96.4344,47,0,1,0,2.791874,0,0.000000,47,0,0,0
47,1410.0,G02,12,11,20000.0001,2,0,1,0,4.197031,0,0.000000,18,29,0,0
47,1410.0,G07,13,11,20000.0001,0,0,1,0,nan,0,0.000000,-1,47,0,0
48,1440.0,G01,5,48,103.1666,48,0,1,0,3.262037,0,0.000000,48,0,0,0
48,1440.0,G03,6,48,55.7542,48,0,1,0,2.039370,0,0.000000,48,0,0,0
48,1440.0,G04,7,48,87.5473,48,0,1,0,2.542901,0,0.000000,48,0,0,0
48,1440.0,G08,8,15,249.1726,24,0,1,0,3.170768,0,0.000000,48,0,0,0
48,1440.0,G16,9,48,52.7447,48,0,1,0,2.053194,0,0.000000,48,0,0,0
48,1440.0,G26,10,48,82.4313,48,0,1,0,2.627944,0,0.000000,48,0,0,0
48,1440.0,G27,11,48,94.1839,48,0,1,0,2.785579,0,0.000000,48,0,0,0
48,1440.0,G02,12,12,20000.0001,2,0,1,0,4.197031,0,0.000000,18,30,0,0
48,1440.0,G07,13,12,20000.0001,0,0,1,0,nan,0,0.000000,-1,48,0,0
49,1470.0,G01,5,49,101.3228,49,0,1,0,3.272342,0,0.000000,49,0,0,0
49,1470.0,G03,6,49,54.8338,49,0,1,0,2.039010,0,0.000000,49,0,0,0
49,1470.0,G04,7,49,85.9685,49,0,1,0,2.537572,0,0.000000,49,0,0,0
49,1470.0,G08,8,16,228.4480,25,0,1,0,3.157692,0,0.000000,49,0,0,0
49,1470.0,G16,9,49,51.9029,49,0,1,0,2.054056,0,0.000000,49,0,0,0
49,1470.0,G26,10,49,81.1179,49,0,1,0,2.637161,0,0.000000,49,0,0,0
49,1470.0,G27,11,49,92.3775,49,0,1,0,2.779347,0,0.000000,49,0,0,0
49,1470.0,G02,12,13,20000.0001,2,0,1,0,4.197031,0,0.000000,18,31,0,0
49,1470.0,G07,13,13,20000.0001,0,0,1,0,nan,0,0.000000,-1,49,0,0
50,1500.0,G01,5,50,99.6801,50,0,1,0,3.282743,0,0.000000,50,0,0,0
50,1500.0,G03,6,50,53.9598,50,0,1,0,2.038665,0,0.000000,50,0,0,0
50,1500.0,G04,7,50,84.5972,50,0,1,0,2.532289,0,0.000000,50,0,0,0
50,1500.0,G08,8,17,210.7493,26,0,1,0,3.144765,0,0.000000,50,0,0,0
50,1500.0,G16,9,50,51.1722,50,0,1,0,2.054936,0,0.000000,50,0,0,0
50,1500.0,G26,10,50,79.8461,50,0,1,0,2.646533,0,0.000000,50,0,0,0
50,1500.0,G27,11,50,90.7347,50,0,1,0,2.773178,0,0.000000,50,0,0,0
50,1500.0,G02,12,14,20000.0001,2,0,1,0,4.197031,0,0.000000,18,32,0,0
50,1500.0,G07,13,14,20000.0001,0,0,1,0,nan,0,0.000000,-1,50,0,0
51,1530.0,G01,5,51,97.9142,51,0,1,0,3.293240,0,0.000000,51,0,0,0
51,1530.0,G03,6,51,53.0291,51,0,1,0,2.038334,0,0.000000,51,0,0,0
51,1530.0,G04,7,51,82.4740,51,0,1,0,2.527048,0,0.000000,51,0,0,0
51,1530.0,G08,8,18,195.4353,27,0,1,0,3.131986,0,0.000000,51,0,0,0
51,1530.0,G16,9,51,50.1622,51,0,1,0,2.055833,0,0.000000,51,0,0,0
51,1530.0,G26,10,51,78.3961,51,0,1,0,2.656063,0,0.000000,51,0,0,0
51,1530.0,G27,11,51,88.8205,51,0,1,0,2.767071,0,0.000000,51,0,0,0
51,1530.0,G02,12,15,20000.0001,2,0,1,0,4.197031,0,0.000000,18,33,0,0
51,1530.0,G07,13,15,20000.0001,0,0,1,0,nan,0,0.000000,-1,51,0,0
52,1560.0,G01,5,52,96.0785,52,0,1,0,3.303833,0,0.000000,52,0,0,0
52,1560.0,G03,6,52,52.1511,52,0,1,0,2.038018,0,0.000000,52,0,0,0
52,1560.0,G04,7,52,80.4609,52,0,1,0,2.521851,0,0.000000,52,0,0,0
52,1560.0,G08,8,19,182.0829,28,0,1,0,3.119353,0,0.000000,52,0,0,0
52,1560.0,G16,9,52,49.2140,52,0,1,0,2.056748,0,0.000000,52,0,0,0
52,1560.0,G26,10,52,77.0163,52,0,1,0,2.665753,0,0.000000,52,0,0,0
52,1560.0,G27,11,52,86.9259,52,0,1,0,2.761027,0,0.000000,52,0,0,0
52,1560.0,G02,12,16,20000.0001,2,0,1,0,4.197031,0,0.000000,18,34,0,0
52,1560.0,G07,13,16,20000.0001,0,0,1,0,nan,0,0.000000,-1,52,0,0
53,1590.0,G01,5,53,94.3427,53,0,1,0,3.314523,0,0.000000,53,0,0,0
53,1590.0,G03,6,53,51.3203,53,0,1,0,2.037715,0,0.000000,53,0,0,0
53,1590.0,G04,7,53,78.5554,53,0,1,0,2.516697,0,0.000000,53,0,0,0
53,1590.0,G08,8,20,170.4198,29,0,1,0,3.106864,0,0.000000,53,0,0,0
53,1590.0,G16,9,53,48.3180,53,0,1,0,2.057681,0,0.000000,53,0,0,0
53,1590.0,G26,10,53,75.7085,53,0,1,0,2.675608,0,0.000000,53,0,0,0
53,1590.0,G27,11,53,85.1331,53,0,1,0,2.755045,0,0.000000,53,0,0,0
53,1590.0,G02,12,17,20000.0001,2,0,1,0,4.197031,0,0.000000,18,35,0,0
53,1590.0,G07,13,17,20000.0001,0,0,1,0,nan,0,0.000000,-1,53,0,0
54,1620.0,G01,5,54,92.6905,54,0,1,0,3.325311,0,0.000000,54,0,0,0
54,1620.0,G03,6,54,50.5220,54,0,1,0,2.037427,0,0.000000,54,0,0,0
54,1620.0,G04,7,54,76.7280,54,0,1,0,2.511586,0,0.000000,54,0,0,0
54,1620.0,G08,8,21,160.1512,30,0,1,0,3.094518,0,0.000000,54,0,0,0
54,1620.0,G16,9,54,47.4661,54,0,1,0,2.058632,0,0.000000,54,0,0,0
54,1620.0,G26,10,54,74.4462,54,0,1,0,2.685630,0,0.000000,54,0,0,0
54,1620.0,G27,11,54,83.4255,54,0,1,0,2.749124,0,0.000000,54,0,0,0
54,1620.0,G02,12,18,20000.0001,2,0,1,0,4.197031,0,0.000000,18,36,0,0
54,1620.0,G07,13,18,20000.0001,0,0,1,0,nan,0,0.000000,-1,54,0,0
55,1650.0,G01,5,55,91.1190,55,0,1,0,3.336197,0,0.000000,55,0,0,0
55,1650.0,G03,6,55,49.7590,55,0,1,0,2.037154,0,0.000000,55,0,0,0
55,1650.0,G04,7,55,74.9821,55,0,1,0,2.506517,0,0.000000,55,0,0,0
55,1650.0,G08,8,22,151.0627,31,0,1,0,3.082313,0,0.000000,55,0,0,0
55,1650.0,G16,9,55,46.6561,55,0,1,0,2.059601,0,0.000000,55,0,0,0
55,1650.0,G26,10,55,73.2366,55,0,1,0,2.695823,0,0.000000,55,0,0,0
55,1650.0,G27,11,55,81.8002,55,0,1,0,2.743263,0,0.000000,55,0,0,0
55,1650.0,G02,12,19,20000.0001,2,0,1,0,4.197031,0,0.000000,18,37,0,0
55,1650.0,G07,13,19,20000.0001,0,0,1,0,nan,0,0.000000,-1,55,0,0
56,1680.0,G01,5,56,89.6216,56,0,1,0,3.347183,0,0.000000,56,0,0,0
56,1680.0,G03,6,56,49.0287,56,0,1,0,2.036894,0,0.000000,56,0,0,0
56,1680.0,G04,7,56,73.3104,56,0,1,0,2.501491,0,0.000000,56,0,0,0
56,1680.0,G08,8,23,142.9741,32,0,1,0,3.070248,0,0.000000,56,0,0,0
56,1680.0,G16,9,56,45.8846,56,0,1,0,2.060589,0,0.000000,56,0,0,0
56,1680.0,G26,10,56,72.0752,56,0,1,0,2.706190,0,0.000000,56,0,0,0
56,1680.0,G27,11,56,80.2504,56,0,1,0,2.737463,0,0.000000,56,0,0,0
56,1680.0,G02,12,20,20000.0002,2,0,1,0,4.197031,0,0.000000,18,38,0,0
56,1680.0,G07,13,20,20000.0002,0,0,1,0,nan,0,0.000000,-1,56,0,0
57,1710.0,G01,5,57,88.3785,57,0,1,0,3.358268,0,0.000000,57,0,0,0
57,1710.0,G03,6,57,48.3289,57,0,1,0,2.036649,0,0.000000,57,0,0,0
57,1710.0,G04,7,57,71.7681,57,0,1,0,2.496506,0,0.000000,57,0,0,0
57,1710.0,G08,8,24,135.9652,33,0,1,0,3.058320,0,0.000000,57,0,0,0
57,1710.0,G16,9,57,45.1923,57,0,1,0,2.061595,0,0.000000,57,0,0,0
57,1710.0,G26,10,57,70.9883,57,0,1,0,2.716736,0,0.000000,57,0,0,0
57,1710.0,G27,11,57,79.0530,57,0,1,0,2.731723,0,0.000000,57,0,0,0
57,1710.0,G02,12,21,20000.0002,2,0,1,0,4.197031,0,0.000000,18,39,0,0
57,1710.0,G07,13,21,20000.0002,0,0,1,0,nan,0,0.000000,-1,57,0,0
58,1740.0,G01,5,58,87.2298,58,0,1,0,3.369454,0,0.000000,58,0,0,0
58,1740.0,G04,7,58,70.8757,58,0,1,0,2.491562,0,0.000000,58,0,0,0
58,1740.0,G26,10,58,70.1676,58,0,1,0,2.727464,0,0.000000,58,0,0,0
58,1740.0,G27,11,58,77.9467,58,0,1,0,2.726042,0,0.000000,58,0,0,0
58,1740.0,G02,12,22,20000.0002,2,0,1,0,4.197031,0,0.000000,18,40,0,0
58,1740.0,G07,13,22,20000.0002,0,0,1,0,nan,0,0.000000,-1,58,0,0
59,1770.0,G01,5,59,86.1242,59,0,1,0,3.380740,0,0.000000,59,0,0,0
59,1770.0,G04,7,59,69.6218,59,0,1,0,2.486660,0,0.000000,59,0,0,0
59,1770.0,G26,10,59,69.3229,59,0,1,0,2.738378,0,0.000000,59,0,0,0
59,1770.0,G27,11,59,76.8774,59,0,1,0,2.720419,0,0.000000,59,0,0,0
59,1770.0,G02,12,23,20000.0002,2,0,1,0,4.197031,0,0.000000,18,41,0,0
59,1770.0,G07,13,23,20000.0002,0,0,1,0,nan,0,0.000000,-1,59,0,0
60,1800.0,G01,5,60,85.0348,60,0,1,0,3.392128,0,0.000000,60,0,0,0
60,1800.0,G03,6,1,3170.8670,58,1,1,0,2.035997,0,0.000000,60,0,0,0
60,1800.0,G04,7,60,68.2978,60,0,1,0,2.481799,0,0.000000,60,0,0,0
60,1800.0,G08,8,1,6986.6963,34,0,1,0,3.023347,0,0.000000,60,0,0,0
60,1800.0,G16,9,1,3325.7365,58,1,1,0,2.064726,0,0.000000,60,0,0,0
60,1800.0,G26,10,60,68.4756,60,0,1,0,2.749481,0,0.000000,60,0,0,0
60,1800.0,G27,11,60,75.8337,60,0,1,0,2.714856,0,0.000000,60,0,0,0
60,1800.0,G02,12,24,20000.0002,2,0,1,0,4.197031,0,0.000000,18,42,0,0
60,1800.0,G07,13,24,20000.0002,0,0,1,0,nan,0,0.000000,-1,60,0,0
61,1830.0,G01,5,61,83.8504,61,0,1,0,3.403618,0,0.000000,61,0,0,0
61,1830.0,G03,6,2,1433.2335,59,1,1,0,2.035807,0,0.000000,61,0,0,0
61,1830.0,G04,7,61,67.1520,61,0,1,0,2.476978,0,0.000000,61,0,0,0
61,1830.0,G08,8,2,3275.5202,35,0,1,0,3.011954,0,0.000000,61,0,0,0
61,1830.0,G16,9,2,1507.0322,59,1,1,0,2.065808,0,0.000000,61,0,0,0
61,1830.0,G26,10,61,67.6725,61,0,1,0,2.760779,0,0.000000,61,0,0,0
61,1830.0,G27,11,61,74.5978,61,0,1,0,2.709350,0,0.000000,61,0,0,0
61,1830.0,G02,12,25,20000.0002,2,0,1,0,4.197031,0,0.000000,18,43,0,0
61,1830.0,G07,13,25,20000.0002,0,0,1,0,nan,0,0.000000,-1,61,0,0
61,1830.0,G09,14,1,20000.0000,0,0,1,0,nan,0,0.000000,-1,61,0,0
62,1860.0,G01,5,62,82.7868,62,0,1,0,3.415211,0,0.000000,62,0,0,0
62,1860.0,G03,6,3,858.9003,60,1,1,0,2.035632,0,0.000000,62,0,0,0
62,1860.0,G04,7,62,65.9333,62,0,1,0,2.472197,0,0.000000,62,0,0,0
62,1860.0,G16,9,3,904.4108,60,1,1,0,2.066910,0,0.000000,62,0,0,0
62,1860.0,G26,10,62,66.8865,62,0,1,0,2.772275,0,0.000000,62,0,0,0
62,1860.0,G27,11,62,73.4488,62,0,1,0,2.703901,0,0.000000,62,0,0,0
62,1860.0,G02,12,26,20000.0002,2,0,1,0,4.197031,0,0.000000,18,44,0,0
62,1860.0,G07,13,26,20000.0002,0,0,1,0,nan,0,0.000000,-1,62,0,0
62,1860.0,G09,14,2,20000.0000,0,0,1,0,nan,0,0.000000,-1,62,0,0
63,1890.0,G01,5,63,81.6732,63,0,1,0,3.426908,0,0.000000,63,0,0,0
63,1890.0,G03,6,4,588.2049,61,1,1,0,2.035471,0,0.000000,63,0,0,0
63,1890.0,G04,7,63,64.7719,63,0,1,0,2.467457,0,0.000000,63,0,0,0
63,1890.0,G08,8,1,6883.3332,36,0,1,0,2.989557,0,0.000000,63,0,0,0
63,1890.0,G16,9,4,619.9994,61,1,1,0,2.068031,0,0.000000,63,0,0,0
63,1890.0,G26,10,63,66.1287,63,0,1,0,2.783973,0,0.000000,63,0,0,0
63,1890.0,G27,11,63,72.3043,63,0,1,0,2.698509,0,0.000000,63,0,0,0
63,1890.0,G02,12,27,20000.0002,2,0,1,0,4.197031,0,0.000000,18,45,0,0
63,1890.0,G07,13,27,20000.0002,0,0,1,0,nan,0,0.000000,-1,63,0,0
63,1890.0,G09,14,3,20000.0000,0,0,1,0,nan,0,0.000000,-1,63,0,0
64,1920.0,G01,5,64,80.7659,64,0,1,0,3.438708,0,0.000000,64,0,0,0
64,1920.0,G03,6,5,435.8225,62,1,1,0,2.035323,0,0.000000,64,0,0,0
64,1920.0,G04,7,64,63.6730,64,0,1,0,2.462756,0,0.000000,64,0,0,0
64,1920.0,G16,9,5,459.6736,62,1,1,0,2.069172,0,0.000000,64,0,0,0
64,1920.0,G26,10,64,65.3975,64,0,1,0,2.795879,0,0.000000,64,0,0,0
64,1920.0,G27,11,64,71.4447,64,0,1,0,2.693174,0,0.000000,64,0,0,0
64,1920.0,G02,12,28,20000.0002,2,0,1,0,4.197031,0,0.000000,18,46,0,0
64,1920.0,G07,13,28,20000.0002,0,0,1,0,nan,0,0.000000,-1,64,0,0
64,1920.0,G09,14,4,20000.0000,0,0,1,0,nan,0,0.000000,-1,64,0,0
65,1950.0,G01,5,65,79.9804,65,0,1,0,3.450613,0,0.000000,65,0,0,0
65,1950.0,G03,6,6,340.2708,63,1,1,0,2.035189,0,0.000000,65,0,0,0
65,1950.0,G04,7,65,62.6211,65,0,1,0,2.458094,0,0.000000,65,0,0,0
65,1950.0,G16,9,6,358.9766,63,1,1,0,2.070332,0,0.000000,65,0,0,0
65,1950.0,G26,10,65,64.6908,65,0,1,0,2.807996,0,0.000000,65,0,0,0
65,1950.0,G27,11,65,70.6594,65,0,1,0,2.687895,0,0.000000,65,0,0,0
65,1950.0,G07,13,29,20000.0002,0,0,1,0,nan,0,0.000000,-1,65,0,0
65,1950.0,G09,14,5,20000.0000,0,0,1,0,nan,0,0.000000,-1,65,0,0
66,1980.0,G01,5,66,79.2778,66,0,1,0,3.462623,0,0.000000,66,0,0,0
66,1980.0,G03,6,7,276.1103,64,1,1,0,2.035069,0,0.000000,66,0,0,0
66,1980.0,G04,7,66,61.7894,66,0,1,0,2.453472,0,0.000000,66,0,0,0
66,1980.0,G16,9,7,291.2041,64,1,1,0,2.071513,0,0.000000,66,0,0,0
66,1980.0,G26,10,66,64.0244,66,0,1,0,2.820329,0,0.000000,66,0,0,0
66,1980.0,G27,11,66,69.9902,66,0,1,0,2.682672,0,0.000000,66,0,0,0
