epoch,sod,sat,sigma_N1_cm,raw_frac,bias,corr_frac,buf_n,frac_std,frozen
80,2400.0,G16,17.262,+0.11463,+0.00000,+0.11463,2,0.20721,N
90,2700.0,G03,17.507,+0.13378,+0.00000,+0.13378,0,0.79037,N
90,2700.0,G16,15.103,-0.28084,+0.00000,-0.28084,5,0.14271,N
100,3000.0,G03,15.784,+0.46894,+0.00000,+0.46894,0,0.54489,N
100,3000.0,G16,13.572,+0.34214,+0.00000,+0.34214,0,0.33916,N
110,3300.0,G03,14.854,+0.25318,+0.00000,+0.25318,1,0.42778,N
110,3300.0,G16,12.519,+0.28538,+0.00000,+0.28538,9,0.26750,N
120,3600.0,G03,14.074,+0.41165,+0.00000,+0.41165,2,0.09237,N
120,3600.0,G16,11.585,+0.09798,+0.00000,+0.09798,14,0.08062,N
130,3900.0,G03,13.272,+0.30801,+0.00000,+0.30801,3,0.13609,N
130,3900.0,G16,10.719,-0.00967,+0.00000,-0.00967,20,0.10235,N
140,4200.0,G03,12.443,+0.48711,+0.00000,+0.48711,1,0.18389,N
140,4200.0,G16,9.914,-0.15014,+0.00000,-0.15014,26,0.05886,N
150,4500.0,G03,11.614,+0.30782,+0.00000,+0.30782,3,0.13420,N
150,4500.0,G16,9.173,-0.25938,+0.00000,-0.25938,33,0.07726,N
160,4800.0,G03,10.798,+0.24772,+0.00000,+0.24772,4,0.16641,N
160,4800.0,G16,8.496,-0.39452,+0.00000,-0.39452,41,0.06556,N
170,5100.0,G03,10.037,+0.23114,+0.00000,+0.23114,5,0.08726,N
170,5100.0,G16,7.901,+0.40403,+0.00000,+0.40403,45,0.34106,N
180,5400.0,G03,8.259,+0.07121,+0.00000,+0.07121,7,0.09099,N
180,5400.0,G16,6.879,+0.17174,+0.00000,+0.17174,49,0.37825,N
190,5700.0,G03,5.875,-0.05759,+0.00000,-0.05759,9,0.05751,N
190,5700.0,G16,5.777,-0.17947,+0.00000,-0.17947,50,0.17373,N
200,6000.0,G03,5.366,-0.42814,+0.00000,-0.42814,10,0.15388,N
200,6000.0,G16,5.505,-0.48969,-0.43867,-0.05102,53,0.20629,N
210,6300.0,G03,5.082,+0.00564,+0.00000,+0.00564,11,0.29555,N
210,6300.0,G16,5.328,+0.29572,-0.43867,-0.26561,58,0.38665,N
220,6600.0,G03,4.879,-0.34850,+0.00000,-0.34850,12,0.29564,N
220,6600.0,G16,5.187,-0.12596,-0.43867,+0.31271,60,0.17604,N
230,6900.0,G03,4.716,+0.16613,+0.00000,+0.16613,13,0.29551,N
230,6900.0,G16,5.066,-0.49076,-0.43867,-0.05209,63,0.23675,N
240,7200.0,G03,4.578,-0.21462,+0.00000,-0.21462,14,0.27366,N
240,7200.0,G16,4.958,-0.04553,+0.40023,-0.44576,63,0.30147,N
250,7500.0,G03,4.457,+0.12053,+0.00000,+0.12053,14,0.24879,N
250,7500.0,G16,4.860,-0.43656,+0.40023,+0.16321,65,0.26150,N
260,7800.0,G03,4.350,-0.40543,+0.00000,-0.40543,15,0.29620,N
270,8100.0,G03,4.253,+0.08806,+0.00000,+0.08806,15,0.28942,N
280,8400.0,G03,4.165,-0.40515,+0.00000,-0.40515,15,0.27956,N
290,8700.0,G03,4.085,+0.08799,+0.00000,+0.08799,15,0.29064,N
300,9000.0,G03,4.011,+0.49442,+0.00000,+0.49442,15,0.31687,N
310,9300.0,G03,3.944,-0.02556,+0.00000,-0.02556,15,0.26389,N
320,9600.0,G03,3.882,+0.45131,+0.00000,+0.45131,15,0.28017,N
330,9900.0,G03,3.823,-0.13481,+0.00000,-0.13481,15,0.26902,N
340,10200.0,G03,3.768,+0.24458,+0.00000,+0.24458,15,0.28441,N
810,24300.0,G17,3.458,-0.40366,+0.00000,-0.40366,5,0.00955,N
820,24600.0,G17,3.409,+0.42092,+0.00000,+0.42092,11,0.06485,N
830,24900.0,G17,3.359,+0.26750,+0.00000,+0.26750,18,0.08482,N
840,25200.0,G17,3.311,+0.15405,+0.00000,+0.15405,27,0.08256,N
850,25500.0,G17,3.266,-0.07641,+0.00000,-0.07641,29,0.10151,N
860,25800.0,G17,3.224,-0.29461,+0.00000,-0.29461,33,0.12578,N
870,26100.0,G17,3.183,+0.43991,+0.00000,+0.43991,35,0.25174,N
880,26400.0,G17,3.144,+0.15415,+0.15171,+0.00245,37,0.35551,N
890,26700.0,G17,3.106,-0.10526,+0.13079,-0.23604,38,0.14474,N
900,27000.0,G17,3.071,-0.43786,+0.13079,+0.43135,38,0.17255,N
910,27300.0,G17,3.037,+0.21377,+0.13079,+0.08298,38,0.33995,N
920,27600.0,G17,3.004,-0.10489,+0.11561,-0.22051,39,0.22889,N
930,27900.0,G17,2.974,-0.40518,+0.11561,+0.47920,39,0.17575,N
940,28200.0,G17,2.944,+0.27048,+0.11561,+0.15486,39,0.34770,N
950,28500.0,G17,2.916,-0.07975,+0.11561,-0.19537,39,0.26204,N
960,28800.0,G17,2.888,-0.44936,+0.11561,+0.43502,39,0.20610,N
970,29100.0,G17,2.861,+0.16258,+0.11561,+0.04697,39,0.32643,N
980,29400.0,G17,2.835,-0.24725,+0.11561,-0.36287,39,0.25158,N
990,29700.0,G17,2.811,+0.28442,+0.11561,+0.16881,39,0.28828,N
1000,30000.0,G17,2.787,-0.22916,+0.11561,-0.34477,39,0.29276,N
1010,30300.0,G17,2.764,+0.24606,+0.11561,+0.13044,39,0.28418,N
1020,30600.0,G17,2.742,-0.26751,+0.11561,-0.38312,39,0.28451,N
1030,30900.0,G17,2.721,+0.17524,+0.11561,+0.05963,39,0.27909,N
1040,31200.0,G17,2.700,-0.39880,+0.11561,+0.48558,39,0.29440,N
1050,31500.0,G17,2.681,+0.03467,+0.11561,-0.08094,39,0.27265,N
1060,31800.0,G17,2.661,+0.43706,+0.11561,+0.32144,39,0.31798,N
1070,32100.0,G17,2.643,-0.16970,+0.11561,-0.28531,39,0.26884,N
1080,32400.0,G17,2.625,+0.19682,+0.11561,+0.08120,39,0.28514,N
1090,32700.0,G17,2.609,-0.46260,+0.11561,+0.42178,39,0.29304,N
1100,33000.0,G17,2.592,-0.13332,+0.11561,-0.24894,39,0.25447,N
1110,33300.0,G17,2.576,+0.19749,+0.11561,+0.08188,39,0.29292,N
1120,33600.0,G17,2.561,-0.47713,+0.11561,+0.40726,39,0.29348,N
1130,33900.0,G17,2.546,-0.15718,+0.11561,-0.27279,39,0.25607,N
1310,39300.0,G05,6.859,+0.23909,+0.00000,+0.23909,1,0.18505,N
1320,39600.0,G05,6.535,-0.07719,+0.00000,-0.07719,1,0.38185,N
1330,39900.0,G05,6.218,-0.45452,+0.00000,-0.45452,1,0.35148,N
1340,40200.0,G05,5.921,+0.19447,+0.00000,+0.19447,1,0.25426,N
1350,40500.0,G05,5.657,-0.23332,+0.00000,-0.23332,1,0.29194,N
1360,40800.0,G05,5.424,+0.33898,+0.00000,+0.33898,1,0.29622,N
1370,41100.0,G05,5.228,-0.15047,+0.00000,-0.15047,1,0.28738,N
1370,41100.0,G12,6.076,-0.39822,+0.00000,-0.39822,1,0.17165,N
1380,41400.0,G05,5.050,+0.29818,+0.00000,+0.29818,1,0.27766,N
1380,41400.0,G12,5.835,+0.41748,+0.00000,+0.41748,1,0.40298,N
1390,41700.0,G05,4.887,-0.25881,+0.00000,-0.25881,1,0.29529,N
1390,41700.0,G12,5.590,+0.29258,+0.00000,+0.29258,1,0.25757,N
1400,42000.0,G05,4.737,+0.06307,+0.00000,+0.06307,2,0.27955,N
1400,42000.0,G12,5.368,+0.02494,+0.00000,+0.02494,1,0.29228,N
1410,42300.0,G05,4.598,+0.46627,+0.00000,+0.46627,2,0.21365,N
1410,42300.0,G12,5.168,-0.23663,+0.00000,-0.23663,1,0.32435,N
1420,42600.0,G05,4.469,-0.14260,+0.00000,-0.14260,2,0.32234,N
1420,42600.0,G12,4.988,+0.44731,+0.00000,+0.44731,1,0.27823,N
1430,42900.0,G05,4.350,+0.28341,+0.00000,+0.28341,2,0.23533,N
1430,42900.0,G12,4.825,+0.08987,+0.00000,+0.08987,1,0.25889,N
1440,43200.0,G05,4.239,-0.36409,+0.00000,-0.36409,2,0.30311,N
1440,43200.0,G12,4.677,-0.32967,+0.00000,-0.32967,1,0.31610,N
1450,43500.0,G05,4.135,-0.04596,+0.00000,-0.04596,2,0.32329,N
1450,43500.0,G12,4.542,+0.17326,+0.00000,+0.17326,1,0.27215,N
1460,43800.0,G05,4.039,+0.27083,+0.00000,+0.27083,2,0.18178,N
1460,43800.0,G12,4.418,-0.35035,+0.00000,-0.35035,1,0.28602,N
1470,44100.0,G05,3.949,-0.46469,+0.00000,-0.46469,3,0.25856,N
1470,44100.0,G12,4.304,+0.06595,+0.00000,+0.06595,1,0.28808,N
1480,44400.0,G05,3.865,-0.18969,+0.00000,-0.18969,5,0.36478,N
1480,44400.0,G12,4.199,+0.46575,+0.00000,+0.46575,1,0.23691,N
1490,44700.0,G05,3.786,+0.05918,+0.00000,+0.05918,8,0.15395,N
1490,44700.0,G12,4.101,-0.16938,+0.00000,-0.16938,1,0.33496,N
1490,44700.0,G25,10.089,-0.23449,+0.00000,-0.23449,1,1.00000,N
1500,45000.0,G05,3.712,+0.32159,+0.00000,+0.32159,10,0.15055,N
1500,45000.0,G12,4.011,+0.16690,+0.00000,+0.16690,1,0.23589,N
1500,45000.0,G25,9.339,-0.25522,+0.00000,-0.25522,1,0.31233,N
1510,45300.0,G05,3.642,-0.43551,+0.00000,-0.43551,12,0.29133,N
1510,45300.0,G12,3.926,+0.44889,+0.00000,+0.44889,2,0.17822,N
1510,45300.0,G25,8.750,-0.38896,+0.00000,-0.38896,1,0.44983,N
1520,45600.0,G05,3.577,-0.21677,+0.00000,-0.21677,15,0.37210,N
1520,45600.0,G12,3.847,-0.29430,+0.00000,-0.29430,4,0.37276,N
1520,45600.0,G25,8.263,+0.37867,+0.00000,+0.37867,1,0.25289,N
1530,45900.0,G05,3.516,+0.01458,+0.00000,+0.01458,17,0.12864,N
1530,45900.0,G12,3.774,-0.01659,+0.00000,-0.01659,6,0.21660,N
1530,45900.0,G25,7.836,+0.26738,+0.00000,+0.26738,1,0.23692,N
1540,46200.0,G05,3.459,+0.24146,+0.00000,+0.24146,19,0.13530,N
1540,46200.0,G12,3.705,+0.26198,+0.00000,+0.26198,7,0.16471,N
1540,46200.0,G25,7.495,-0.07370,+0.00000,-0.07370,1,0.29817,N
1550,46500.0,G05,3.405,+0.45020,+0.33012,+0.12009,23,0.12521,N
1550,46500.0,G12,3.641,-0.47079,+0.00000,-0.47079,8,0.25897,N
1550,46500.0,G25,7.148,+0.48840,+0.00000,+0.48840,2,0.29844,N
1560,46800.0,G05,3.356,-0.32934,+0.33012,+0.34054,26,0.39215,N
1560,46800.0,G12,3.582,-0.22209,+0.00000,-0.22209,10,0.37740,N
1560,46800.0,G25,6.801,-0.03561,+0.00000,-0.03561,3,0.30997,N
1570,47100.0,G05,3.309,-0.10781,+0.33012,-0.43793,29,0.25894,N
1570,47100.0,G12,3.527,+0.09734,+0.00000,+0.09734,10,0.17269,N
1570,47100.0,G25,6.515,-0.34677,+0.00000,-0.34677,3,0.31658,N
1580,47400.0,G05,3.265,+0.11075,+0.33012,-0.21936,30,0.12783,N
1580,47400.0,G12,3.472,+0.40379,+0.00000,+0.40379,10,0.17997,N
1580,47400.0,G25,6.256,+0.39772,+0.00000,+0.39772,3,0.27737,N
1590,47700.0,G05,3.221,+0.32962,+0.37689,-0.04726,33,0.12621,N
1590,47700.0,G12,3.420,-0.28388,+0.00000,-0.28388,10,0.34423,N
1590,47700.0,G25,6.027,+0.08631,+0.00000,+0.08631,3,0.25695,N
1600,48000.0,G05,3.179,-0.41946,+0.37689,+0.20365,33,0.28992,N
1600,48000.0,G12,3.372,+0.08721,+0.00000,+0.08721,10,0.28749,N
1600,48000.0,G25,5.809,-0.03117,+0.00000,-0.03117,3,0.28633,N
1610,48300.0,G05,3.140,-0.17580,+0.37689,+0.44731,33,0.36577,N
1610,48300.0,G12,3.327,+0.43816,+0.00000,+0.43816,10,0.20939,N
1610,48300.0,G25,5.609,-0.27120,+0.00000,-0.27120,3,0.31650,N
1620,48600.0,G05,3.104,+0.06861,+0.37689,-0.30827,33,0.13917,N
1620,48600.0,G12,3.285,-0.18671,+0.00000,-0.18671,10,0.33095,N
1620,48600.0,G25,5.429,+0.49506,+0.00000,+0.49506,3,0.27471,N
1630,48900.0,G05,3.069,+0.32564,+0.37689,-0.05124,33,0.14296,N
1630,48900.0,G12,3.246,+0.22184,+0.00000,+0.22184,10,0.24893,N
1630,48900.0,G15,7.725,-0.26656,+0.00000,-0.26656,1,1.00000,N
1630,48900.0,G25,5.261,+0.31018,+0.00000,+0.31018,3,0.25919,N
1640,49200.0,G05,3.036,-0.41325,+0.37689,+0.20987,33,0.31492,N
1640,49200.0,G12,3.209,-0.35907,+0.00000,-0.35907,10,0.29123,N
1640,49200.0,G15,7.307,-0.00871,+0.00000,-0.00871,1,0.27370,N
1640,49200.0,G25,5.102,+0.12321,+0.00000,+0.12321,3,0.26823,N
1650,49500.0,G05,3.004,-0.15192,+0.37689,+0.47119,33,0.35004,N
1650,49500.0,G12,3.173,+0.06870,+0.00000,+0.06870,10,0.30443,N
1650,49500.0,G15,6.933,+0.15084,+0.00000,+0.15084,1,0.26625,N
1650,49500.0,G25,4.951,-0.06094,+0.00000,-0.06094,3,0.30660,N
1660,49800.0,G05,2.974,+0.10877,+0.37689,-0.26812,33,0.14734,N
1660,49800.0,G12,3.139,-0.48768,+0.00000,-0.48768,10,0.25933,N
1660,49800.0,G15,6.598,+0.20437,+0.00000,+0.20437,1,0.27634,N
1660,49800.0,G25,4.810,-0.24641,+0.00000,-0.24641,3,0.31308,N
1670,50100.0,G05,2.946,+0.36753,+0.37689,-0.00936,33,0.15164,N
1670,50100.0,G12,3.107,-0.02042,+0.00000,-0.02042,10,0.30188,N
1670,50100.0,G15,6.306,+0.20068,+0.00000,+0.20068,1,0.28104,N
1670,50100.0,G25,4.689,-0.41526,+0.00000,-0.41526,3,0.29039,N
1680,50400.0,G05,2.919,-0.39965,+0.37689,+0.22347,33,0.34239,N
1680,50400.0,G12,3.077,+0.44253,+0.00000,+0.44253,10,0.27007,N
1680,50400.0,G15,6.046,+0.09731,+0.00000,+0.09731,1,0.28937,N
1680,50400.0,G25,4.579,+0.37446,+0.00000,+0.37446,3,0.25524,N
1680,50400.0,G29,8.583,+0.05968,+0.00000,+0.05968,1,0.24094,N
1690,50700.0,G05,2.892,-0.19190,+0.37689,+0.43122,35,0.34671,N
1690,50700.0,G12,3.048,-0.09886,+0.00000,-0.09886,10,0.30045,N
1690,50700.0,G15,5.801,-0.13526,+0.00000,-0.13526,1,0.30690,N
1690,50700.0,G25,4.474,+0.06813,+0.00000,+0.06813,3,0.25849,N
1690,50700.0,G29,7.876,-0.23294,+0.00000,-0.23294,1,0.32708,N
1700,51000.0,G05,2.867,-0.01239,-0.11014,+0.09775,45,0.11063,N
1700,51000.0,G12,3.019,+0.35535,+0.00000,+0.35535,10,0.27146,N
1700,51000.0,G15,5.557,-0.48531,+0.00000,-0.48531,1,0.30081,N
1700,51000.0,G25,4.375,-0.33786,+0.00000,-0.33786,4,0.32454,N
1700,51000.0,G29,7.300,+0.32992,+0.00000,+0.32992,2,0.25877,N
1710,51300.0,G05,2.842,+0.16570,-0.07288,+0.23858,53,0.10403,N
1710,51300.0,G12,2.992,-0.19294,+0.00000,-0.19294,10,0.29945,N
1710,51300.0,G15,5.337,+0.04068,+0.00000,+0.04068,1,0.26418,N
1710,51300.0,G25,4.280,+0.35490,+0.00000,+0.35490,4,0.29388,N
1710,51300.0,G29,6.820,+0.09325,+0.00000,+0.09325,3,0.24585,N
1720,51600.0,G05,2.819,+0.31286,-0.07288,+0.38574,63,0.09180,N
1720,51600.0,G12,2.966,+0.24140,+0.00000,+0.24140,10,0.28073,N
1720,51600.0,G15,5.137,-0.45997,+0.00000,-0.45997,1,0.29719,N
1720,51600.0,G25,4.189,-0.02017,+0.00000,-0.02017,4,0.26665,N
1720,51600.0,G29,6.419,-0.28562,+0.00000,-0.28562,3,0.31840,N
1730,51900.0,G05,2.797,+0.43493,-0.07288,-0.49219,73,0.07792,N
1730,51900.0,G12,2.941,-0.34491,+0.00000,-0.34491,10,0.29182,N
1730,51900.0,G15,4.955,-0.04488,+0.00000,-0.04488,1,0.29822,N
1730,51900.0,G25,4.103,-0.40725,+0.00000,-0.40725,4,0.31647,N
1730,51900.0,G29,6.109,+0.43161,+0.00000,+0.43161,3,0.27393,N
1740,52200.0,G05,2.775,-0.46132,-0.07288,-0.38844,82,0.36018,N
1740,52200.0,G12,2.917,+0.04427,+0.00000,+0.04427,10,0.30513,N
1740,52200.0,G15,4.790,+0.37413,+0.00000,+0.37413,1,0.24058,N
1740,52200.0,G25,4.022,+0.13212,+0.00000,+0.13212,4,0.27037,N
1740,52200.0,G29,5.824,-0.00179,+0.00000,-0.00179,3,0.28407,N
1750,52500.0,G05,2.754,-0.38571,-0.46767,+0.08196,92,0.41796,N
1750,52500.0,G12,2.893,+0.39856,+0.00000,+0.39856,10,0.21274,N
1750,52500.0,G15,4.639,-0.21314,+0.00000,-0.21314,1,0.30920,N
1750,52500.0,G25,3.944,-0.41584,+0.00000,-0.41584,4,0.27204,N
1750,52500.0,G29,5.572,+0.49853,+0.00000,+0.49853,4,0.30232,N
1760,52800.0,G05,2.734,-0.32580,-0.38701,+0.06121,100,0.03961,N
1760,52800.0,G12,2.870,-0.27686,+0.00000,-0.27686,10,0.33597,N
1760,52800.0,G15,4.502,+0.15671,+0.00000,+0.15671,1,0.25858,N
1760,52800.0,G25,3.872,+0.04971,+0.00000,+0.04971,4,0.27711,N
1760,52800.0,G29,5.347,-0.04888,+0.00000,-0.04888,4,0.28117,N
1770,53100.0,G05,2.715,-0.28524,-0.32670,+0.04146,100,0.02971,N
1770,53100.0,G15,4.386,+0.41943,+0.00000,+0.41943,1,0.17826,N
1770,53100.0,G25,3.813,-0.41495,+0.00000,-0.41495,4,0.28423,N
1770,53100.0,G29,5.150,+0.43933,+0.00000,+0.43933,4,0.27373,N
1780,53400.0,G05,2.696,-0.25209,-0.28393,+0.03184,100,0.01979,N
1780,53400.0,G15,4.281,-0.29898,+0.00000,-0.29898,1,0.36309,N
1780,53400.0,G25,3.759,+0.06586,+0.00000,+0.06586,4,0.27625,N
1780,53400.0,G29,4.973,-0.13079,+0.00000,-0.13079,4,0.29942,N
1790,53700.0,G15,4.184,-0.07967,+0.00000,-0.07967,4,0.25044,N
1790,53700.0,G25,3.708,+0.45607,+0.00000,+0.45607,4,0.24558,N
1790,53700.0,G29,4.811,+0.18244,+0.00000,+0.18244,5,0.23255,N
1800,54000.0,G15,4.095,+0.14277,+0.00000,+0.14277,5,0.12606,N
1800,54000.0,G25,3.660,-0.15233,+0.00000,-0.15233,4,0.31732,N
1800,54000.0,G29,4.662,+0.46683,+0.00000,+0.46683,6,0.17518,N
1810,54300.0,G15,4.012,+0.30367,+0.00000,+0.30367,13,0.11097,N
1810,54300.0,G25,3.615,+0.22966,+0.00000,+0.22966,5,0.20915,N
1810,54300.0,G29,4.525,-0.28306,+0.00000,-0.28306,9,0.38077,N
1820,54600.0,G15,3.935,+0.42909,+0.00000,+0.42909,23,0.08127,N
1820,54600.0,G25,3.570,-0.46766,+0.00000,-0.46766,7,0.26151,N
1820,54600.0,G29,4.398,-0.06346,+0.00000,-0.06346,13,0.20553,N
1830,54900.0,G15,3.859,-0.48262,+0.42038,+0.09700,32,0.32782,N
1830,54900.0,G25,3.526,-0.16783,+0.00000,-0.16783,7,0.34573,N
1830,54900.0,G29,4.281,+0.12511,+0.00000,+0.12511,20,0.12283,N
1840,55200.0,G15,3.785,-0.44325,-0.49022,+0.04698,42,0.44812,N
1840,55200.0,G25,3.483,+0.14950,+0.00000,+0.14950,9,0.17981,N
1840,55200.0,G29,4.172,+0.31899,+0.00000,+0.31899,25,0.11305,N
1850,55500.0,G15,3.718,-0.44521,-0.45045,+0.00524,52,0.00948,Y
1850,55500.0,G25,3.442,+0.48857,+0.00000,+0.48857,10,0.19270,N
1850,55500.0,G29,4.072,-0.46566,+0.00000,-0.46566,28,0.25817,N
1860,55800.0,G15,3.655,-0.46535,-0.45045,-0.01491,52,0.00721,Y
1860,55800.0,G29,3.979,-0.29637,+0.00000,-0.29637,36,0.39769,N
1870,56100.0,G15,3.597,-0.48428,-0.45045,-0.03383,52,0.01398,Y
1870,56100.0,G29,3.893,-0.14416,+0.00000,-0.14416,44,0.08535,N
1880,56400.0,G15,3.544,+0.48446,-0.45045,-0.06509,52,0.01480,Y
1880,56400.0,G29,3.814,+0.00702,+0.00000,+0.00702,52,0.09178,N
1890,56700.0,G15,3.494,+0.42304,-0.45045,-0.12651,52,0.02716,Y
1890,56700.0,G29,3.740,+0.12434,+0.00000,+0.12434,62,0.07987,N
