epoch,phase_rms_mm,num_phase_obs
0,11809.154488414548,22
1,11279.252126170346,24
2,11305.808019054677,24
3,11538.629839934514,24
4,11724.125127147565,24
5,12003.734163618201,24
6,11728.366380831503,24
7,11834.498853152827,24
8,11719.364650805828,24
9,11748.508353172667,24
10,11441.858124610422,24
11,11909.541244357119,22
12,11991.399013553373,22
13,11901.427368225339,22
14,11988.206108572664,22
15,11923.53127736325,22
16,11515.106799793486,24
17,11580.791161048228,24
18,11331.013559355266,24
19,11443.05542041083,24
20,11455.672555109928,24
21,11419.934077860999,24
22,11880.87503013691,22
23,11836.533297290183,22
24,11925.773145788047,22
25,11789.812000078087,22
26,11810.576293318363,22
27,11841.803251220594,22
28,11656.769800387337,22
29,11841.757323872187,22
30,11699.567131363661,22
31,11803.6261726062,22
32,11648.284279926047,22
33,11143.479908119043,24
34,11483.479290715753,24
35,11424.621494908617,24
36,10557.865702977553,28
37,10648.704656637485,28
38,10575.285563152742,28
39,10520.831132946763,28
40,10626.880527519941,28
41,10587.299888866854,28
42,10480.099672533892,28
43,10639.076924947907,28
44,10578.028328134382,28
45,10446.333801699673,28
46,10586.239861702545,28
47,10530.047746286104,28
48,10636.393165115345,28
49,10439.815368022597,28
50,10215.983789132391,28
51,10546.594003288761,28
52,10378.467022709276,28
53,10370.430700089439,28
54,10213.300079406352,28
55,10324.115060393302,28
56,10287.998527762757,28
57,10216.87745657043,28
58,10254.319460611156,28
59,9993.581453814093,28
60,10104.651686627856,30
61,10087.227240304886,30
62,9861.357721196831,30
63,9868.115658691351,30
64,10193.341847114163,28
65,10640.005758643983,26
66,10709.145353531878,26
67,10487.479179893942,26
68,10547.172896286049,26
69,10665.51399037337,26
70,10590.93269470769,26
71,10560.292586484187,26
72,10073.234979027076,28
73,10155.468765878379,28
74,10084.40195870259,28
75,9818.000525617419,30
76,9816.55873432752,30
77,9811.018920767086,30
78,10411.017829936301,28
79,9987.077295737075,30
80,9877.95114152387,30
81,10228.978598383334,30
82,10145.195628958154,30
83,10425.111021311255,28
84,10390.665241532932,28
85,10455.816093582698,28
86,10412.617960637945,28
87,10405.521671128745,28
88,10244.70223553339,28
89,10261.37624403211,28
90,10142.897764432333,28
91,10158.223430450995,28
92,9960.531355780238,28
93,10081.63151885964,28
94,10215.582803249012,28
95,10419.46999353968,28
96,10063.262045726506,28
97,10136.509275209688,28
98,10015.368905382142,28
99,10212.714010747079,28
100,7848.532092179438,26
101,10158.174363790244,28
102,10128.492681343487,28
103,10122.608436351853,28
104,7792.25465793798,26
105,10004.349390103054,28
106,7657.928056997643,26
107,7637.079450412859,26
108,7720.125894972796,26
109,7414.349651718525,28
110,7336.806801040296,28
111,7584.201070033841,26
112,7543.380529459504,26
113,7782.918314380222,24
114,7793.924425220153,24
115,7654.90416464041,24
116,7679.628667630579,24
117,7486.239293123239,24
118,7717.196639132545,24
119,7616.339019803647,24
120,7340.687733751497,24
121,7327.377295269354,24
122,6933.3778634397895,24
123,7584.610555187677,24
124,7395.328333637317,24
125,7148.077149788412,24
126,7199.533425107276,24
127,6924.080427561764,22
128,6822.8013854498495,22
129,6950.82013365956,22
130,6963.568091723037,22
131,6837.976208242552,22
132,6772.50430758917,22
133,6851.618225969667,22
134,6731.513536425362,22
135,6818.59908544676,22
136,6742.407543847292,22
137,6724.300492722437,22
138,6853.650341980764,22
139,6700.584922734803,22
140,6662.642791598818,22
141,6532.484749274931,24
142,6415.934754595415,24
143,6399.041336841898,24
144,6426.765914173297,24
145,6452.205620556351,24
146,6349.825148410086,24
147,6339.0893152257095,24
148,6420.678712921448,24
149,6310.150719791304,24
150,6378.795446181354,24
151,6524.8734153554105,24
152,6308.118291272058,24
153,6324.633911837397,24
154,6513.785770089385,24
155,6367.507543021839,24
156,6347.262311075654,24
157,6458.993944536697,24
158,6503.677647555561,24
159,6352.2344899430655,24
160,6322.201362346142,24
161,6443.718599750763,24
162,6427.808221943613,24
163,6436.013553810091,24
164,6364.3898117286235,24
165,6441.507169621416,24
166,6408.522615833453,24
167,6440.378935033748,24
168,6474.522699605719,24
169,6307.436021288833,24
170,6336.062911099506,24
171,6439.44399110859,24
172,6366.921656715737,24
173,6288.990466398648,24
174,6272.288581821186,24
175,6263.87191414744,24
176,6303.86775016872,24
177,6405.231758687549,24
178,6678.85651765163,22
179,6596.219965993441,22
180,6770.546420371624,22
181,6756.518439050943,22
182,6585.745034030178,22
183,6698.236657031834,22
184,6761.349637828232,22
185,6708.004755093271,22
186,6658.90535514705,22
187,6516.504333658382,22
188,6490.075641964869,22
189,6552.138855293798,22
190,6610.016864773238,22
191,6499.9557797786465,22
192,6666.788324335203,22
193,6361.634322571413,22
194,6684.4317468371655,22
195,6594.663875323699,22
196,6529.366577086299,22
197,6584.904839179566,22
198,6504.095647514286,22
199,6380.965994302911,22
200,6295.793134228241,22
201,6480.8960972183495,22
202,6419.096517704525,22
203,6355.982818250964,22
204,6494.866769595525,22
205,6493.350912524699,22
206,6343.422889924912,22
207,6378.54312300561,22
208,6340.052226926251,22
209,6158.18070591812,22
210,6318.199947644991,22
211,6290.947297758109,22
212,6248.405305868542,22
213,6226.572780072125,22
214,6337.9171315567255,22
215,6219.820339349243,22
216,6304.684887967052,22
217,6256.857314321855,22
218,6267.666521772138,22
219,6149.580613319435,22
220,6251.623953672879,22
221,6375.190275929238,22
222,6364.555754505181,22
223,6155.998101637448,22
224,6157.853862326159,22
225,6204.600901513586,22
226,6190.220981585941,22
227,6117.328055114293,22
228,6237.295420030691,22
229,6157.188084543032,22
230,6219.255387850685,22
231,6144.284055929065,22
232,6118.948632285187,22
233,6156.451552793528,22
234,6161.8680886649045,22
235,6145.124787524125,22
236,6234.812912542688,22
237,6160.613887058732,22
238,6190.6271593127985,22
239,6167.325960449174,22
240,6120.172721081817,22
241,6141.959444372404,22
242,6076.28445432606,22
243,6187.690916701545,22
244,6171.5878589006315,22
245,6070.841965010926,22
246,6036.788590282606,22
247,6089.455079114555,22
248,6028.06764718247,22
249,6043.2745794526945,22
250,6050.2261385410975,22
251,6077.545433476735,22
252,6034.204585466443,22
253,6043.126601471834,22
254,6073.509226591987,22
255,6080.363875772638,22
256,6084.086453027042,22
257,6111.7496862639755,22
258,6083.578459944141,22
259,6127.510612398255,22
260,6081.356364255685,22
261,6117.256847205416,22
262,6138.156958404825,22
263,6114.188815991497,22
264,6091.1931016064445,22
265,6110.236101818622,22
266,6130.2346831597415,22
267,6220.512980891112,22
268,6185.856435777331,22
269,6152.7890075371515,22
270,6115.903116276691,24
271,6105.580227734276,24
272,6084.862590482143,24
273,6139.658580766784,24
274,6131.8374927242285,24
275,6099.316454941006,26
276,6085.13061089626,26
277,6279.004574744807,24
278,6205.579004602224,24
279,6257.135998512544,24
280,6238.414524581597,24
281,6254.171232255096,24
282,6282.004410221805,24
283,6257.496873449096,26
284,6243.504739438851,26
285,6336.509115514415,24
286,6342.870296035072,24
287,6311.411973794469,24
288,6168.11299946796,24
289,6188.322944930623,24
290,6193.380056937722,24
291,6157.4297835449115,24
292,6196.333514987569,24
293,6223.630986209016,24
294,6191.70123495787,24
295,6137.612610846638,24
296,6226.6374340464645,22
297,6217.063093607125,24
298,6135.058903962733,24
299,6163.760315292213,26
300,6175.068534383672,26
301,6167.64232016426,26
302,6031.991318072417,26
303,6102.63711857746,26
304,6143.7717560713345,26
305,6108.695415318815,26
306,6171.845148620865,26
307,6188.161943956823,26
308,6225.918715663575,26
309,6270.497691262175,26
310,6253.755112128984,26
311,6244.397337120057,26
312,6213.598233205601,26
313,6317.968793434407,26
314,6387.120436441573,26
315,6356.625250863035,26
316,6342.087479692994,26
317,6303.846549836283,26
318,6274.20794950061,26
319,6298.854270636917,26
320,6283.951226292319,26
321,6236.342138290566,26
322,6259.241839837633,26
323,6298.243548824105,26
324,6219.991887928202,26
325,6255.586023444139,26
326,6256.674143897066,26
327,6201.540669610527,26
328,6229.231159519103,26
329,6198.4072703010825,26
330,6204.199700512243,26
331,6214.332576869635,26
332,6141.076031977387,26
333,6190.568206723618,26
334,6291.0952771278435,26
335,6254.329411284299,26
336,6255.387269806258,26
337,6246.281122600865,26
338,6615.566275788883,28
339,6563.931196543053,28
340,6609.144284396361,28
341,6721.63242274219,28
342,6705.815585918101,28
343,6741.021893110204,28
344,6692.122392079115,28
345,6835.277217293922,28
346,6892.663059317928,28
347,6828.439860712599,28
348,6829.307953908877,28
349,6757.325130115457,28
350,6732.420201334909,28
351,6664.8084482889,28
352,6717.348520993075,28
353,6685.952444172718,28
354,6656.155715479268,28
355,6656.967435856037,28
356,6752.728365047497,28
357,6729.639534799934,28
358,6807.839199380441,28
359,6810.367516333466,28
360,6725.880481943824,28
361,6707.941444450877,28
362,6677.026327722035,28
363,6657.864732671301,28
364,6732.633801930909,28
365,6734.931804427506,28
366,6719.478898452683,28
367,7157.4178755410585,30
368,7172.964975519474,30
369,7349.5226494878525,30
370,7370.527131775706,30
371,7334.103029389783,30
372,7303.812937150805,30
373,7516.013357866411,30
374,7604.396921294166,30
375,7627.37380314589,30
376,7538.750177613968,30
377,7507.925457195612,30
378,7749.227245647261,30
379,7860.806564796093,30
380,7805.198692058488,30
381,7867.94041686555,30
382,7110.620706776793,26
383,7176.170779774855,26
384,7122.977912679783,26
385,7286.619432000292,26
386,7293.757085724919,26
387,7574.133373947137,26
388,7502.097932299059,26
389,7487.832514240543,26
390,7468.245069772243,26
391,7491.656516846876,26
392,7360.879339160882,26
393,7519.88305467962,26
394,7424.18330096643,26
395,8486.681403090692,28
396,8396.706330062992,28
397,8443.883376796406,28
398,7462.246746546429,26
399,7464.039740846769,26
400,7378.539959976174,26
401,7423.139380733299,26
402,8756.310395937155,28
403,8545.882843764168,28
404,8676.152971895091,28
405,8520.177298799068,28
406,8512.897769204523,28
407,8557.789510017765,28
408,8452.304125426877,28
409,8564.856664104509,28
410,8513.113185815926,28
411,8488.883789153242,28
412,7562.194914848661,26
413,7631.543724607942,26
414,7626.112101489961,26
415,7663.394002153668,26
416,7755.743658402346,26
417,7654.162372299216,26
418,7627.0735821548005,26
419,7669.616351411805,26
420,7729.067810546899,26
421,7724.169812795147,26
422,7686.196638768058,26
423,9258.47331234733,28
424,9248.612704146399,28
425,8996.442915379794,28
426,8944.292050588918,28
427,9582.653618245737,30
428,9708.787405027595,30
429,9002.513671572087,30
430,9096.564141054881,30
431,8035.095955421056,28
432,6753.568325065611,26
433,6644.02592874602,26
434,6670.988936418728,26
435,6848.124789662032,26
436,6793.918852065358,26
437,7943.18135889007,28
438,8139.477327136589,28
439,8348.180592059985,28
440,8655.203059234647,28
441,8980.277782998246,28
442,9082.41212229851,28
443,8925.225037942895,28
444,9027.641149603001,28
445,9120.762672630033,28
446,9360.449430952702,28
447,9275.395616034983,28
448,9400.929715712045,28
449,9530.553326340661,28
450,9199.095560666494,28
451,9332.02059771463,28
452,9737.009302221635,30
453,9819.661162434895,30
454,10035.004614214018,30
455,10121.353451370453,30
456,10235.415664998338,30
457,10293.20365046312,30
458,11472.482973251512,32
459,10502.679214955735,30
460,10502.189873048814,30
461,10637.474991634892,30
462,10582.182587282476,30
463,9009.8508482245,28
464,9051.424712947313,28
465,8998.882118771264,28
466,9069.459477832283,28
467,9132.584508208774,28
468,9131.872071674063,28
469,9263.13315598753,28
470,9849.75346528549,30
471,9957.46188908128,30
472,10080.759391437796,30
473,10162.964468441198,30
474,10362.377424179838,30
475,10511.241666183434,30
476,10374.644559892888,30
477,10638.276097593984,30
478,10746.847272581314,30
479,10781.773906149963,30
480,9821.75754127637,28
481,9699.693807296568,28
482,9690.027311698557,28
483,9914.398514591188,28
484,9970.802957528076,28
485,9858.729611026627,28
486,9997.249091842023,28
487,9993.56724336819,28
488,10681.635795284623,30
489,10720.067111841812,30
490,10943.935159504721,30
491,10991.613471011533,30
492,10036.650683186812,28
493,10134.037124479439,28
494,9946.489053615078,28
495,10047.573955864706,28
496,10113.164286000181,28
497,10319.27177023455,28
498,10275.051140652,28
499,10259.188108800969,28
500,10460.687543834605,28
501,11107.34668455019,30
502,11298.201660058574,30
503,11264.443279015482,30
504,11993.952617541123,32
505,12014.47831761559,32
506,12305.366289468631,32
507,12248.091222737658,32
508,12479.538440536691,32
509,12414.69328067907,32
510,12717.116624054943,32
511,12663.175979372616,32
512,12767.259295400396,32
513,12675.210240065897,32
514,12660.910724987452,32
515,12385.921241124588,32
516,12366.396614947373,32
517,12465.103227683176,32
518,12636.035139360602,32
519,12725.16904860341,32
520,12793.393119010601,32
521,12920.497290976531,32
522,12911.308098762376,32
523,12993.617720287164,32
524,12116.121695634625,32
525,12430.740848246547,32
526,12585.121646529793,32
527,12630.170888028557,32
528,12776.57822881422,32
529,12901.774316630179,32
530,13132.427193350204,32
531,13026.045940442786,32
532,13709.726504494605,30
533,12790.257485012586,28
534,12934.918788008914,28
535,13138.126438445624,28
536,13095.32877704655,28
537,13052.966497051048,28
538,13048.049400531556,28
539,13129.31852938901,28
540,13137.99036309456,28
541,13222.370998338754,28
542,13110.224309425144,28
543,13406.500561408668,30
544,13420.531795081739,30
545,13484.603269004665,30
546,13564.799361052408,30
547,13707.512364312948,30
548,13909.458392788734,30
549,13863.417267914396,30
550,13916.234212770198,30
551,13246.969661447181,30
552,13342.300630901214,30
553,13340.734718688353,30
554,13603.687292851835,30
555,13595.567689283978,30
556,13829.809996178477,30
557,13835.522241232162,30
558,13948.99715552502,30
559,13942.82351233591,30
560,14074.780232788438,30
561,14082.89600860627,30
562,13123.710307464882,28
563,14110.528499572276,30
564,14227.164309326297,30
565,14269.213437342834,30
566,14260.433596661054,30
567,14318.016364067451,30
568,14387.518560585273,30
569,14343.400111745486,30
570,15011.728028215255,30
571,13976.378579813565,28
572,13928.120370505385,28
573,13900.874966965013,28
574,13703.805298009642,28
575,13825.729951965626,28
576,13848.217591463606,28
577,13721.73099345897,28
578,13746.922119034736,28
579,13813.345356449365,28
580,14253.32862453235,28
581,14118.915008062248,28
582,13361.782636560582,28
583,13407.688367165452,28
584,13639.491323229226,28
585,13461.612895222173,28
586,13483.337085989166,28
587,13486.395760593576,28
588,13513.02085443126,28
589,13935.00661183626,28
590,14010.819323526766,28
591,13546.200436814957,26
592,13624.024811621635,26
593,13714.752050542475,26
594,13848.16931669151,26
595,13910.156620617985,26
596,13704.214924798032,26
597,13781.451390188462,26
598,13925.854028511141,26
599,13784.947442496836,26
600,13754.413818620704,26
601,13935.536078181653,26
602,13884.981076427759,26
603,13890.753260766875,26
604,13849.480055578391,26
605,13787.338253290854,26
606,13791.04001120251,26
607,13810.099022501086,26
608,13807.18130360312,26
609,13834.618170258942,26
610,13753.370505018867,26
611,13763.44653799214,26
612,13826.44684284407,26
613,13632.156263536499,26
614,13760.727399173978,26
615,13707.383329928129,26
616,13731.567597855465,26
617,13859.777616576197,26
618,13966.699439746993,26
619,13999.862323826015,26
620,13740.12333654614,26
621,13891.297669744701,26
622,13796.198152054962,26
623,12821.806204749426,26
624,12873.128163171987,26
625,12868.68426455436,26
626,12817.477290555378,26
627,12822.516689017904,26
628,12827.772308409913,26
629,13001.018402163334,26
630,13103.634671578997,26
631,12742.473010897753,26
632,12801.872665791772,26
633,13140.181692547558,26
634,12804.974670487372,26
635,12893.107736521268,26
636,13021.310587578364,26
637,12798.30211648931,26
638,12921.152834284303,26
639,12867.86764634158,26
640,13013.060776549863,26
641,12887.851808114352,26
642,12922.791541318089,26
643,12900.892863414758,26
644,12920.427970063573,26
645,12993.105299792132,26
646,12907.268796231308,26
647,12950.241067873772,26
648,12929.50044388057,26
649,12913.715975015833,26
650,12897.106743754197,26
651,12951.672901971935,26
652,12881.705237011876,26
653,12913.420437450586,26
654,12971.00296244888,26
655,13021.569220639169,26
656,13022.47234454189,26
657,12968.604233656777,26
658,13020.263851699816,26
659,13070.494772605354,26
660,13021.243560745952,26
661,12989.778104683473,26
662,12923.319761123972,26
663,12960.965903010712,26
664,13187.557763735605,28
665,13281.575472585138,28
666,13531.188845781235,28
667,13528.671696535159,28
668,13501.496612222385,28
669,13567.96961498156,28
670,13692.718982871786,28
671,13691.817581079335,28
672,13723.16934908586,28
673,13894.871125828597,28
674,13878.817201381242,28
675,13835.475568800759,28
676,13875.241373508834,28
677,13925.43786156698,28
678,13910.925326491475,28
679,13903.605099522907,28
680,14008.353637464174,28
681,13995.501034032286,28
682,14027.09478239916,28
683,14111.522191860086,28
684,14051.733070806164,28
685,14127.03465226495,28
686,14187.30678344627,28
687,14188.983796239676,28
688,14226.693169261716,28
689,15735.73190997945,26
690,15418.919831668618,26
691,15027.580296525268,26
692,16040.596337762609,28
693,15932.40213609877,28
694,15757.583232113791,28
695,15617.549651786649,28
696,15963.834198729093,28
697,15916.492333906588,28
698,15842.8650192126,28
699,15833.401636739147,28
700,15744.53831060066,28
701,15718.776186823805,28
702,15627.807130508025,28
703,15723.430767541962,28
704,15619.329190586297,28
705,15703.744348713291,28
706,15657.146238519506,28
707,15653.562505804268,28
708,15672.885813397543,28
709,15723.542089615948,28
710,15740.03822906869,28
711,15770.542186879145,28
712,15776.24921523732,28
713,15777.865961034653,28
714,15729.101200018158,28
715,15754.29218920023,28
716,15754.231033389078,28
717,15773.40328059675,28
718,15844.348914383543,28
719,15854.893697259258,28
720,15912.607719075133,28
721,15917.913766021573,28
722,16003.56350229584,28
723,16013.769128167809,28
724,16005.022610507347,28
725,16079.035912711142,28
726,16114.655894143698,28
727,16692.940900038364,30
728,15512.12781470537,28
729,15516.318741818619,28
730,15535.235027021945,28
731,15521.117285744236,28
732,15503.520928167633,28
733,15559.424451200377,28
734,16362.791711524047,30
735,16438.525700828814,30
736,16387.77716091872,30
737,16438.630834859287,30
738,16461.931965741784,30
739,16416.854314116867,30
740,16438.06485030901,30
741,16498.636284294425,30
742,16504.82270946072,30
743,16599.90381884654,30
744,16621.220403302235,30
745,16600.602026366396,30
746,16829.49229851563,30
747,16848.364570487447,30
748,16828.747621133123,30
749,16866.916770783042,30
750,16821.381552356463,30
751,16910.27396317754,30
752,16841.59508605111,30
753,16691.383252148597,28
754,16695.235573103502,28
755,16677.160529371205,28
756,16710.412531276652,28
757,16725.166798361464,28
758,16667.584632854734,28
759,16726.193222434224,28
760,16755.743443623614,28
761,16735.16702433464,28
762,16815.146954857664,28
763,16854.173504598763,28
764,16847.787108823224,28
765,16926.514722745298,28
766,17005.79612965234,28
767,17033.788191305197,28
768,16983.18156268952,28
769,17027.08207295904,28
770,17169.491249287887,28
771,17200.801958151344,28
772,17189.65906227056,28
773,17234.6392143749,28
774,17242.567669095926,28
775,17255.50291518485,28
776,17337.55428757587,28
777,17326.087440305753,28
778,17466.97240489494,28
779,17440.198726851617,28
780,17456.415159119242,28
781,17381.241406643945,28
782,17366.28714219183,28
783,17580.098151340353,28
784,17541.649437203472,28
785,17427.977731356656,28
786,17499.691353906328,28
787,17546.14933458653,28
788,17536.282120105672,28
789,17458.00186723244,28
790,17337.130520655784,26
791,17281.556134471808,26
792,17325.773823313622,26
793,17488.149970485036,26
794,17378.86664524679,26
795,17366.97308135351,26
796,17497.73988685137,26
797,17608.08001691977,26
798,17714.673536776336,26
799,18009.857443603745,26
800,18357.63826058397,26
801,18548.306679085425,26
802,18790.7570209432,26
803,19218.77647945861,26
804,19266.842493418073,26
805,19519.730509106896,26
806,19474.126754001754,26
807,19814.73738968878,26
808,19811.4447589676,26
809,20018.979129736468,26
810,20130.73707933537,26
811,20287.609822594975,26
812,20148.7858616263,26
813,20417.2995591065,26
814,20564.482372869723,26
815,20510.711422869343,26
816,20706.701232957228,26
817,20576.037832047547,26
818,20876.66019171159,26
819,20909.72978414425,26
820,20839.786426515682,26
821,20931.053826542015,26
822,21130.66583287223,26
823,20961.668491946195,26
824,21137.083078983873,26
825,21200.32199302403,26
826,21320.971205312315,26
827,21307.044932247274,26
828,21517.017409550488,26
829,21427.56602313365,26
830,21251.874865473765,26
831,21073.00928198962,26
832,21139.821600512005,26
833,21431.854072958766,26
834,21472.290746457456,26
835,21632.303050760143,26
836,21581.22383452859,26
837,21676.934242566538,26
838,21504.992358257776,26
839,21596.947268852535,26
840,21531.672826622696,26
841,21623.337111133835,26
842,21304.96189171906,26
843,21455.24573522624,26
844,21607.58164717453,26
845,21481.339187697267,26
846,21427.525456711886,26
847,21421.433647111604,26
848,21541.81808529885,26
849,21704.957959915606,26
850,21658.43859645447,26
851,21648.302011161857,26
852,21672.140840840457,26
853,21719.465615950547,26
854,21736.524098656926,26
855,21676.076140125828,26
856,21714.342393458297,26
857,21809.799385681432,26
858,21727.138998371043,26
859,21770.09763050806,26
860,21664.464240565518,26
861,21729.52719086838,26
862,21500.346157266544,26
863,21696.400082914963,26
864,21585.64314272125,26
865,21427.291651825148,26
866,21728.094021605615,26
867,21622.27842992011,26
868,21624.39954787566,26
869,21589.579258620557,26
870,21644.535561108387,26
