epoch,phase_rms_mm,num_phase_obs
871,21711.636997620873,26
872,21331.98221813425,26
873,21552.533850259857,26
874,21680.247704424608,26
875,21682.311178563905,26
876,21582.41949010086,26
877,21492.638938049124,26
878,21522.74216630872,26
879,21428.7186025283,26
880,22373.648996431613,24
881,22090.946983532827,24
882,22181.286446681675,24
883,22290.3842487488,24
884,22306.733006279956,24
885,22085.53780710334,24
886,22558.98076391501,26
887,22591.839468658396,26
888,22558.969147099164,26
889,22665.00026230117,26
890,22377.163767390735,26
891,22540.777115617326,26
892,22693.722705503373,26
893,22781.516997156643,26
894,22128.2922446844,24
895,22656.71094609675,26
896,22592.708227089184,26
897,22598.328972004154,26
898,22703.546343502017,26
899,22814.46806257276,26
900,22528.083650194596,26
901,22645.876114357634,26
902,22554.819321559007,26
903,22646.763781616362,26
904,22826.939037004162,26
905,22703.568860340365,26
906,22851.90778345319,26
907,22887.66676251117,26
908,22731.20310374886,26
909,22784.39537123699,26
910,22872.8514848911,26
911,22650.625278216372,26
912,22760.29581357279,26
913,22584.098784855716,26
914,22763.147966650035,26
915,22926.223027606153,26
916,22746.5971952581,26
917,22960.24752507935,26
918,22978.2491512645,26
919,23003.345711263446,26
920,22962.239511273838,26
921,22784.313036728603,26
922,23001.973986683126,26
923,23567.95271059484,26
924,23427.802718517054,26
925,23549.151523048582,26
926,23466.50952934167,26
927,23558.29257186535,26
928,23551.43139402077,26
929,23559.109229807487,26
930,23677.393593090717,26
931,24080.710433919623,26
932,23511.68364350827,26
933,23997.657969787004,26
934,23846.284008493825,26
935,23830.89232096948,26
936,24569.752460207645,28
937,24836.15838859715,28
938,24873.019842960566,28
939,25085.404818718114,28
940,25244.137155726956,28
941,25260.198123082657,28
942,25306.127575714425,28
943,25659.480694778096,26
944,25483.17012980086,26
945,25514.514220091747,26
946,25591.087821893776,26
947,25586.536942960927,26
948,25836.453328612548,26
949,25633.033270363558,26
950,25995.771667888588,26
951,25781.86659855106,26
952,25959.663354013013,26
953,25768.897908366227,26
954,25063.015135141468,26
955,25148.96214720516,26
956,25054.777222783443,26
957,25406.33480622434,26
958,25362.607671917613,26
959,25538.394493752625,26
960,25462.395752585137,26
961,25539.692478911365,26
962,25367.70445156733,26
963,25716.632646504524,26
964,25724.02431178595,26
965,25752.662137468687,26
966,25599.791736027728,26
967,25955.141285717462,26
968,25931.899627208375,26
969,25090.89864740646,28
970,25139.32493854981,28
971,25203.02807133945,28
972,25252.322891853888,28
973,25201.19724007301,28
974,25415.878736379804,28
975,25392.56834086456,28
976,25204.138759596008,28
977,25327.754529838414,28
978,25341.007676450543,28
979,25559.696337276666,28
980,25433.802801815153,28
981,25523.607960474295,28
982,25657.17803121584,28
983,25686.771460387252,28
984,27045.6992175848,28
985,26490.919671182914,30
986,26850.598497092727,30
987,26548.703270502512,30
988,26709.414997340013,30
989,26691.58235984641,30
990,26690.583442752963,30
991,26827.590616110338,30
992,26567.862862764337,30
993,26954.518766459125,30
994,26873.01397936197,30
995,26938.14685142352,30
996,26912.91153737073,30
997,27069.256635436897,30
998,26859.91722260092,30
999,26927.804757631297,30
1000,26918.015551596785,30
1001,26994.349599452427,30
1002,27030.242129058894,30
1003,26958.918688256166,30
1004,27177.182986700962,30
1005,27096.541697040226,30
1006,28166.90793583305,28
1007,27180.7064717275,30
1008,26918.10093284395,30
1009,27157.642121931873,30
1010,27165.373375257488,30
1011,28059.155063974642,28
1012,27971.4922494582,28
1013,28243.775425651278,28
1014,28305.90435184987,28
1015,28264.228626324017,28
1016,28333.75668697322,28
1017,28445.152176050557,28
1018,28258.32592107332,28
1019,28459.5801937672,28
1020,28554.468238809233,28
1021,28359.951876914594,28
1022,27995.735797024463,28
1023,28439.45480298957,28
1024,28309.658737352544,28
1025,28463.17330371014,30
1026,28382.1139160341,30
1027,28262.620976287355,30
1028,28386.216863575977,30
1029,28625.030916817475,30
1030,28697.436657643568,30
1031,28840.055613478304,30
1032,28879.67024280737,30
1033,28884.532343249786,30
1034,28586.33332412141,30
1035,28834.305525511456,30
1036,28495.108550953024,30
1037,28724.027504374393,30
1038,28009.340382917107,30
1039,27963.103052544895,30
1040,28169.536268135493,30
1041,28163.00476965512,30
1042,28485.143779564445,30
1043,28854.06840136099,30
1044,28269.252007063482,30
1045,28220.919776930918,30
1046,28078.084365034185,30
1047,28064.31766831997,30
1048,27944.67689849711,30
1049,28324.48604460162,30
1050,28378.943920541627,30
1051,28331.55887175346,30
1052,27980.87829709657,30
1053,28457.93917089169,30
1054,28569.676872638374,30
1055,28157.869708368293,28
1056,28185.896565512052,28
1057,28206.88308921496,28
1058,28182.0577335891,28
1059,28162.850535235448,30
1060,28240.774430280777,30
1061,28403.877678450062,30
1062,28245.822360303635,30
1063,28277.432021124725,30
1064,28601.430469603518,30
1065,28626.79605310822,30
1066,28648.350060056626,30
1067,28716.024856038894,30
1068,28740.097666228736,30
1069,28603.243652073117,30
1070,28632.744896035987,30
1071,29491.03645403034,28
1072,29425.310626494396,28
1073,29277.598690565384,28
1074,29440.097680350147,28
1075,29660.543017403703,28
1076,29646.020080915943,28
1077,29986.90041538631,28
1078,29542.939429663937,28
1079,29693.90262910709,28
1080,29736.95028214475,28
1081,29820.632393937743,28
1082,29422.608649379516,28
1083,29873.58679841653,28
1084,29761.223159150977,28
1085,29835.70415365413,28
1086,29871.35219010772,28
1087,29143.769092067887,28
1088,29209.355599516482,28
1089,29314.320867900406,28
1090,29458.40608649218,28
1091,29499.723896226595,28
1092,29542.765387751464,28
1093,29007.349278438316,28
1094,29330.2538020182,28
1095,29371.666676494126,28
1096,29323.77637861279,28
1097,29456.680835680312,28
1098,30197.1305187989,26
1099,30431.919328462067,26
1100,30676.459940902503,26
1101,30551.25578343395,26
1102,30913.746759342295,26
1103,30693.89489912696,26
1104,30807.770174941743,26
1105,30796.898730900422,26
1106,30926.429361365703,26
1107,31166.622079858516,26
1108,31234.525439968183,26
1109,31166.170174388782,26
1110,31065.886455137254,26
1111,31293.479074844166,26
1112,31106.310231571308,26
1113,31180.422776871237,26
1114,30816.785863878347,26
1115,30859.24254816782,26
1116,30927.97215055657,26
1117,31300.23656274752,26
1118,31049.763862781834,26
1119,32392.629522737538,24
1120,32326.729817923144,24
1121,32213.688808208568,24
1122,32261.313634476322,24
1123,32405.47286916592,24
1124,32581.47137533126,24
1125,32334.69061052263,24
1126,32236.431578862033,24
1127,32301.945957978027,26
1128,32462.200113416813,26
1129,32595.811951950287,26
1130,32440.233704180082,26
1131,32517.090801824834,26
1132,32396.38075400125,26
1133,32637.739883418013,26
1134,32723.985165410817,26
1135,33960.83486572218,24
1136,33782.53167297874,24
1137,33902.54540599686,24
1138,34172.03303182957,24
1139,33580.139258542695,26
1140,33700.43318589396,26
1141,33598.54901136911,26
1142,33487.61823386094,26
1143,33331.92313498915,28
1144,33339.048970803364,28
1145,33462.535530928704,28
1146,32831.373390270564,28
1147,33167.99589079694,28
1148,33411.9051160229,28
1149,33410.27976749599,28
1150,33465.51004223098,28
1151,33426.78458147966,28
1152,33185.66118255725,28
1153,33611.909347299516,28
1154,33809.54942581479,28
1155,33436.90923804539,28
1156,33782.08686455967,28
1157,33814.87625623241,28
1158,33697.55234514624,28
1159,33621.99443434286,28
1160,33774.12868193873,28
1161,33891.78821912886,28
1162,33232.95143839886,28
1163,33405.010568165715,28
1164,33381.00045347691,28
1165,33497.82217363137,28
1166,32531.92316749507,28
1167,32612.735764694982,28
1168,32826.92875225473,28
1169,33081.436082077795,28
1170,33008.551061158,28
1171,32982.195953084905,28
1172,32911.395137151114,28
1173,33141.7350032534,26
1174,33237.9371666832,26
1175,32982.192237526135,26
1176,33120.90848078789,26
1177,33167.56155471096,26
1178,33295.83799373356,26
1179,33411.57292458417,26
1180,33269.657301490006,28
1181,33438.660245475,28
1182,33852.380823031825,28
1183,34130.14793596737,28
1184,33938.55552744214,28
1185,34040.48649852216,28
1186,34109.19538966312,28
1187,34174.84330074148,28
1188,34264.59455604497,28
1189,34519.05733044008,28
1190,34695.5823046213,28
1191,34469.078718142184,28
1192,34691.79684154271,28
1193,34779.633086556205,28
1194,34390.366963839806,28
1195,34650.05177718666,28
1196,34971.60543221993,28
1197,35139.70348716143,28
1198,35294.73413070515,28
1199,35147.15902105996,28
1200,35472.90982624801,28
1201,35047.20000099256,28
1202,34692.25725334006,28
1203,35093.576105905646,28
1204,34845.19355857803,28
1205,34779.97784790561,28
1206,34608.02716227562,28
1207,34843.7163367623,28
1208,34759.443458689915,28
1209,34588.094443541224,28
1210,34590.15916212408,28
1211,34732.25081419491,28
1212,34913.32462575053,28
1213,34999.47604793595,28
1214,34861.324845266565,28
1215,34555.55732653589,28
1216,34767.00526409506,28
1217,34832.983075460565,28
1218,34930.84300334184,28
1219,35015.28499117974,28
1220,35155.698051426705,28
1221,34987.42125130221,28
1222,35028.30777113683,28
1223,35171.49896345271,28
1224,35397.17955924796,28
1225,35400.77993189329,28
1226,35458.00985280098,28
1227,35290.20707422373,28
1228,35345.06935057803,28
1229,35426.53288911336,28
1230,35366.60904449893,28
1231,35583.81024886357,28
1232,36235.264954214595,26
1233,36801.300829484826,26
1234,36729.54235026701,26
1235,35676.28655696011,26
1236,34957.13282624784,28
1237,35110.93682010757,28
1238,35589.91536768415,28
1239,35079.38696080678,28
1240,34358.49706635299,28
1241,34555.54839064447,28
1242,34471.12427609363,28
1243,34693.230098881395,28
1244,34641.020149465454,28
1245,34674.00325869044,28
1246,34437.70344556782,28
1247,34995.880267219036,26
1248,35366.71761367646,26
1249,35574.00479970493,26
1250,35756.40081845616,26
1251,35463.65846412035,26
1252,35217.97813919425,26
1253,35420.289215390585,26
1254,35380.304283429345,26
1255,35546.3550506668,26
1256,35468.125613423304,26
1257,35672.45204780508,26
1258,35514.58071256472,26
1259,35607.38149655689,26
1260,35582.25203443989,26
1261,35827.87694537802,26
1262,35298.605453378186,26
1263,35741.108867595656,26
1264,35913.868235141956,26
1265,35674.57081274419,26
1266,35611.87482980976,26
1267,35646.02111474809,26
1268,35821.28115286524,26
1269,36017.232379063185,26
1270,36059.50285839218,26
1271,35786.417113060874,26
1272,35774.51948022706,26
1273,35569.14989396404,26
1274,35617.621156223424,26
1275,35757.94355849738,26
1276,35803.30160902317,26
1277,35916.80240853264,26
1278,35786.08229225931,26
1279,35827.16063821878,28
1280,35913.08590297303,28
1281,35371.32549813168,26
1282,35442.84814480066,26
1283,35253.87210421587,26
1284,35381.552232498434,26
1285,35741.024015777024,26
1286,35715.12793345096,26
1287,35701.075114107996,26
1288,35724.41987725041,26
1289,35889.90107765853,26
1290,36120.25421544213,26
1291,35585.03073898148,26
1292,35707.105795950454,26
1293,35949.40657487393,26
1294,35914.776055401366,26
1295,35917.1020695535,26
1296,36096.62884315479,26
1297,36067.93402652687,26
1298,36205.228626930715,26
1299,36407.66163944917,26
1300,36197.46436130363,26
1301,36399.43317238323,26
1302,36102.00702510001,26
1303,36454.7225809663,26
1304,36263.42597606559,26
1305,36075.28740008793,26
1306,36321.05564281801,26
1307,36286.167129103735,26
1308,36405.434219623356,26
1309,36484.378414616374,26
1310,36399.011350162844,26
1311,36495.89808025031,26
1312,36415.97868314257,26
1313,36413.7422609854,26
1314,36272.89875277437,26
1315,36542.681889467814,26
1316,36416.33966641651,26
1317,36136.62866923592,26
1318,36482.954597456475,26
1319,36600.71914200347,28
1320,36492.37135104709,28
1321,36771.89458445269,28
1322,36368.362743331774,28
1323,36712.701709952,28
1324,36868.29058990634,28
1325,37049.49153545838,28
1326,37386.46890601364,28
1327,36820.365504744266,28
1328,36840.0097763769,28
1329,36875.15079855299,28
1330,37100.14028251993,28
1331,36990.504190577725,28
1332,37049.864265421194,28
1333,37011.67578971903,28
1334,37074.80529036197,28
1335,36941.06945209777,28
1336,36471.37501927086,28
1337,36528.359915915265,28
1338,36550.02872697738,28
1339,36535.77485419821,28
1340,37874.56793752209,26
1341,37969.40310788566,26
1342,38312.96835547336,26
1343,37966.03049467486,26
1344,37996.808136478234,26
1345,37991.185562573286,26
1346,37828.7502306788,26
1347,37846.37719697861,26
1348,37772.280444054515,26
1349,37931.15534440156,26
1350,37745.53968733588,26
1351,39370.44349475372,24
1352,39261.52182596461,24
1353,39195.74059728694,24
1354,39196.855347942386,24
1355,39486.53492759913,24
1356,39576.932300185435,24
1357,39517.99230248491,24
1358,39515.556266456806,24
1359,39391.101893383246,24
1360,39616.885752681614,24
1361,39715.65389851444,24
1362,39045.963986375806,24
1363,39363.792381730644,24
1364,39261.577152693186,24
1365,39720.285522806495,24
1366,39372.469265792344,24
1367,39358.441309108224,24
1368,39186.25702369187,24
1369,39292.35102083273,24
1370,39466.121961316894,24
1371,39634.78276930923,24
1372,41045.452867109176,22
1373,41204.75137801419,22
1374,41130.0139217807,22
1375,40250.65457789943,24
1376,40137.33447025373,24
1377,41345.1376141499,22
1378,41188.376494277814,22
1379,41510.3387721472,22
1380,41472.5334494723,22
1381,41364.460185862095,22
1382,40059.90437469889,24
1383,40095.01407275107,24
1384,40418.09560479177,24
1385,40714.81543400078,24
1386,40617.98838933691,24
1387,40395.19564893933,24
1388,40435.885885969554,24
1389,40656.09537411983,24
1390,40634.65446654173,24
1391,39597.041859021665,26
1392,39843.52645918117,26
1393,39926.08143274286,26
1394,39790.7018647729,26
1395,39917.370651471625,26
1396,39816.28678748652,26
1397,39677.43880754172,26
1398,39923.32239652971,26
1399,40142.55790232144,26
1400,40204.94916256708,26
1401,40297.020148026786,26
1402,40456.35417308088,26
1403,40464.48955154723,26
1404,40341.634451463964,26
1405,40309.30140841402,26
1406,40440.65258296455,26
1407,40366.982758055135,26
1408,40469.86847521024,26
1409,40370.95173055176,26
1410,40417.86848730805,26
1411,40485.413851501864,26
1412,40482.625876732454,26
1413,40621.28481051887,26
1414,41236.31183239168,24
1415,41227.89875457307,24
1416,40266.60585643846,26
1417,40375.653587501096,26
1418,40556.27509826448,26
1419,40496.03562297184,26
1420,40818.15049005429,26
1421,40672.36575760754,26
1422,40634.639494075054,26
1423,40323.554376435015,26
1424,42113.78159595318,24
1425,42427.749218949175,24
1426,42352.26258985026,24
1427,42697.75058841364,24
1428,42557.13681078551,24
1429,42673.40727905775,24
1430,42906.86417611753,24
1431,42513.02328204944,24
1432,42555.59214434948,24
1433,43203.89387613552,22
1434,43356.94036074288,22
1435,43179.77090962414,22
1436,42937.476276485126,22
1437,43279.801046509776,22
1438,43238.824375991,22
1439,43213.66882049792,22
1440,43235.13106632515,22
1441,43232.86256510305,22
1442,43361.04851176803,22
1443,43768.16655490668,22
1444,43874.095290328056,22
1445,43918.49207089543,22
1446,43243.55984260134,24
1447,43035.305029564865,24
1448,43656.37838404923,22
1449,43664.461053956366,22
1450,43765.07856969472,22
1451,44020.45224751665,22
1452,44039.494599012425,22
1453,43326.78872703085,24
1454,43189.256892875805,24
1455,43430.09873219854,24
1456,43346.740425429794,22
1457,44132.03037363362,20
1458,44079.49496301536,20
1459,43905.19064266014,20
1460,43957.66687235615,20
1461,43972.415788450075,20
1462,43935.94667266502,20
1463,43239.78995427017,22
1464,42741.374043018,22
1465,43306.5675843529,22
1466,43252.79743732544,22
1467,43148.458548098875,22
1468,43015.42344133568,22
1469,43276.566332596936,22
1470,43393.74134070481,22
1471,43372.11223141442,22
1472,42869.78514148651,22
1473,43640.755552665854,22
1474,43653.62884727876,22
1475,43195.310382895936,22
1476,43587.78498355572,22
1477,43870.70703020551,22
1478,43682.94954048581,22
1479,43824.41768952491,22
1480,43783.005539425394,22
1481,43433.015941147234,22
1482,43009.09865715455,22
1483,43088.812631730594,22
1484,43166.059690934315,22
1485,41964.01850134302,24
1486,41663.54232822484,24
1487,42003.7085874126,24
1488,42110.2211951491,24
1489,42233.636397216746,24
1490,42073.22540962893,24
1491,42329.59577607281,24
1492,42353.517649065965,24
1493,42192.06890687833,24
1494,42222.57404709159,24
1495,42461.24743239447,24
1496,42356.0834363208,24
1497,42503.01501591857,24
1498,42416.30830024202,24
1499,42359.627948081456,24
1500,42388.7457060836,24
1501,42087.009998035304,24
1502,42102.84931424155,24
1503,42288.23210670368,24
1504,42547.32499658427,24
1505,42684.390212428094,24
1506,42616.876029804705,24
1507,42499.41115857375,24
1508,42279.32708774669,24
1509,42497.2059663731,24
1510,42545.43416708203,24
1511,42446.81497150417,24
1512,42732.49154636644,24
1513,42652.98017053052,24
1514,42481.80475149898,24
1515,42424.20230163989,24
1516,42552.60644064522,24
1517,42420.479232226055,24
1518,42507.13565416439,24
1519,42519.14650386941,24
1520,42456.283840951786,24
1521,43007.33542800696,24
1522,41895.82250172043,26
1523,42897.67848180823,24
1524,42984.41940322292,24
1525,44451.71732994491,22
1526,44658.710198464665,22
1527,44601.950332635344,22
1528,44768.07440359278,22
1529,43710.87443393606,24
1530,43434.483435076625,24
1531,43317.33616721156,24
1532,43414.488237507205,24
1533,45655.90648751844,22
1534,45879.394215210225,22
1535,46079.80599079308,22
1536,46339.67684324925,22
1537,46385.248273796395,22
1538,46462.83351407444,22
1539,46456.183709481826,22
1540,46096.04967864213,22
1541,46387.78156272666,22
1542,46342.20818799528,22
1543,46270.568073847186,22
1544,46634.73007447492,22
1545,45344.61576328789,24
1546,44003.537396898384,26
1547,43934.24181544927,26
1548,44008.06530673758,26
1549,43208.70645971691,28
1550,42680.200653650405,28
1551,43033.63011998304,28
1552,42650.0412667912,28
1553,42759.42303663362,28
1554,42999.365116816,28
1555,43047.269616401965,28
1556,43028.65422453042,28
1557,43068.21428667202,28
1558,43796.10872357,26
1559,44524.75536724637,24
1560,44571.95915602819,24
1561,44471.79114192926,24
1562,44568.80898476188,24
1563,44815.36941700524,24
1564,44779.2720009755,24
1565,44873.75939242329,24
1566,44970.86832482123,24
1567,45087.67495255498,24
1568,45138.896413549744,24
1569,45118.48590520466,24
1570,45132.2432860849,24
1571,44892.04033625987,24
1572,45125.79638525488,24
1573,45294.59146390665,24
1574,45240.47925198111,24
1575,45077.96160455234,24
1576,45346.222187372594,24
1577,45097.494365779545,24
1578,45331.45181120209,24
1579,45650.63722374096,24
1580,45623.32119185525,24
1581,45569.904987592156,24
1582,44517.907564932844,26
1583,43987.12658602327,26
1584,44184.749590463936,26
1585,44352.910587219296,26
1586,44147.67268058914,26
1587,44268.98283250726,26
1588,44127.20708613194,26
1589,44477.50441023548,26
1590,44587.11230453904,26
1591,44552.01895393199,26
1592,44771.04866200009,26
1593,44849.581833501,26
1594,44693.896783935066,26
1595,44915.532067210894,26
1596,45128.120799191805,26
1597,44991.89963125423,26
1598,45186.01608987182,26
1599,45518.999989983415,26
1600,45360.89358983458,26
1601,45248.63354473033,26
1602,45294.45240766186,26
1603,45092.70723773537,26
1604,45222.85529887867,26
1605,45074.29868296508,26
1606,45283.67714734798,26
1607,45202.03407533946,26
1608,45358.689878234356,26
1609,45243.452903841295,26
1610,45579.54107434065,26
1611,45802.03877498681,26
1612,45925.619068196065,26
1613,45779.85352745503,26
1614,45826.95620769933,26
1615,45956.39524819521,26
1616,45902.954048276726,26
1617,47039.44829765376,24
1618,47156.12730327282,24
1619,47065.21523313276,24
1620,45805.394076864904,26
1621,45862.61250286957,26
1622,45743.79573394395,26
1623,46090.28013605304,26
1624,46016.34715662811,26
1625,45974.18751513912,26
1626,46152.66413205786,26
1627,46577.20181136414,26
1628,46570.52764311264,26
1629,46712.93570114774,26
1630,46788.79972772926,26
1631,46863.07193421805,26
1632,47048.55344681089,26
1633,46789.06990674228,26
1634,47097.90554710183,26
1635,46794.14071158575,26
1636,47062.749065682256,26
1637,47046.94914878747,26
1638,46992.20588189302,26
1639,47079.72238124235,26
1640,47287.892244923365,26
1641,47305.21438320209,26
1642,47554.37075998464,26
1643,47448.34197881225,26
1644,47678.890311696174,26
1645,47247.82633578519,26
1646,47308.02420245901,26
1647,47763.90104615357,26
1648,47727.12818682173,26
1649,47552.47281371404,26
1650,47604.30236277771,26
1651,47986.6067671265,26
1652,47436.174858992876,26
1653,47729.1409653616,26
1654,47763.87553036122,26
1655,49365.08290699616,24
1656,47997.142030856194,26
1657,47968.191459245565,26
1658,48010.212219172834,26
1659,48193.682358564845,26
1660,48231.16155481645,26
1661,48119.34533560144,26
1662,48069.52637359849,26
1663,48054.33962721436,26
1664,49102.4243533441,24
1665,49447.26609983077,24
1666,49767.99024917859,24
1667,49611.33030686019,24
1668,49677.67316172892,24
1669,51396.60886308138,22
1670,51711.25451883923,22
1671,49847.648739563425,24
1672,49768.22672421882,24
1673,50339.90773452578,24
1674,50391.62744559068,24
1675,50294.95565950207,24
1676,50014.23597199476,24
1677,50104.627533114966,24
1678,50341.19755796552,24
1679,48698.90596889058,26
1680,48494.88860932158,26
1681,48648.87808045289,26
1682,48189.51464225785,26
1683,48605.29203934379,26
1684,48570.1760593102,26
1685,48729.66519818765,26
1686,49794.840287810504,24
1687,48315.79036608067,26
1688,49858.651498639454,24
1689,49777.759898130964,24
1690,49838.05270909922,24
1691,50003.15193461106,24
1692,49872.626407317664,24
1693,49840.02689264144,24
1694,49915.30152592961,24
1695,50011.04593474909,24
1696,49867.4802772307,24
1697,49755.05224616932,24
1698,49910.40528690958,24
1699,50043.21989516328,24
1700,49631.52215116374,24
1701,50163.85750002775,24
1702,50261.57261073447,24
1703,50060.011511663724,24
1704,50293.08912337137,24
1705,49919.168175196086,24
1706,50373.68034468502,24
1707,50184.14917685628,24
1708,50357.56898988077,24
1709,50436.57294333883,24
1710,49931.91820626731,24
1711,50224.11978682058,24
1712,49966.50976661714,24
1713,50101.42634983946,24
1714,50120.150346276634,24
